Character,Gender,Playable,Line
Wesker,Male,Non-Playable,"We last met at the...Spencer Estate, wasn't it? Well, isn't this one big family reunion? [strolls forward] I would expect you to be happier to see us."
Chris,Male,Playable,Us...?
Wesker,Male,Non-Playable,So slow to catch on.
Chris,Male,Playable,"Jill...Jill! It's me, Chris!"
Sheva,Female,Playable,What? Are you sure that's her?
Wesker,Male,Non-Playable,The one and only.
Wesker,Male,Non-Playable,"Now let's finish this once and for all. I think the odds are fair, two on two. Right, Jill?"
Wesker,Male,Non-Playable,Seven minutes. Seven minutes is all I can spare to play with you.
Wesker,Male,Non-Playable,Poor performance indeed.
Wesker,Male,Non-Playable,Your future hinges upon this fight.
Chris,Male,Playable,We'll never win like this. Time to change tactics.
Sheva,Female,Playable,We should hide!
Wesker,Male,Non-Playable,There's no point in hiding. You can't hide forever!
Sheva,Female,Playable,I'll take care of Jill! You take care of Wesker!
Wesker,Male,Non-Playable,You're merely postponing the inevitable!
Sheva,Female,Playable,You have to attack before he sees you!
Wesker,Male,Non-Playable,Self-righteous fools!
Wesker,Male,Non-Playable,"I expected more of a challenge after all this time, Chris. How disappointing."
Wesker,Male,Non-Playable,Yes.
Chris,Male,Playable,Go!
Chris,Male,Playable,"Wesker, stop!"
Chris,Male,Playable,"Jill, come on! It's me, Chris! Snap out of it!"
Wesker,Male,Non-Playable,"Nice move, Chris. But now that your partner has arrived, I'll leave you two to catch up."
Chris,Male,Playable,"Come on, Jill! Get yourself together! Wake up! Jill Valentine!"
Jill,Female,Playable,Chr...Chris...
Chris,Male,Playable,Jill!
Wesker,Male,Non-Playable,Remarkable! Still resisting at such an advanced stage.
Wesker,Male,Non-Playable,"Commendable, yet futile! No more time for games, Chris. I've got work to do. Have fun watching Jill suffer."
Chris,Male,Playable,Wait! What did you do to her!?
Sheva,Female,Playable,What's that on her chest?
Chris,Male,Playable,We have to get it off her!
Sheva,Female,Playable,"If we can remove that device on her chest, she might return to normal!"
Chris,Male,Playable,Alright...Then that's what we're gonna do!
Chris,Male,Playable,Jill! What are you doing! Stop this! Jill! Answer me!
Sheva,Female,Playable,Now! Hold her down!
Chris,Male,Playable,"It's me, Chris! Don't you recognize me?"
Chris,Male,Playable,"Come on! Snap out of it! Don't do this, Jill! I don't want to hurt you! Jill! What are you doing!?"
Sheva,Female,Playable,We have to get that device off her chest!
Chris,Male,Playable,Stop this! Jill! Answer me!
Chris,Male,Playable,"It's me, Chris! Don't you recognize me?"
Chris,Male,Playable,Come on! Snap out of it!
Chris,Male,Playable,Jill!
Chris,Male,Playable,Jill! Are you all right?
Jill,Female,Playable,Chris...I'm so sorry...
Chris,Male,Playable,It's okay.
Jill,Female,Playable,"You're Sheva, right?"
Sheva,Female,Playable,Yes.
Jill,Female,Playable,"I couldn't control my actions, oh, but God I was still aware. Forgive me."
Sheva,Female,Playable,It's all right.
Jill,Female,Playable,Thank you.
Jill,Female,Playable,Listen. I'm gonna be alright. You two need to stop him.
Chris,Male,Playable,We can't just leave you here!
Jill,Female,Playable,"You have to! This is your only chance! If Wesker succeeds, Uroboros will be spread across the globe! Millions will die!"
Chris,Male,Playable,"Well yeah, but--"
Jill,Female,Playable,I'm all right! You need to stop him!
Jill,Female,Playable,Chris! You're the only one who can. Before it's too late. Don't you trust your partner?
Chris,Male,Playable,All right.
Jill,Female,Playable,Take care of him.
Jill,Female,Playable,You're our only hope to survive this.
Sheva,Female,Playable,Chris...
Chris,Male,Playable,I'm all right.
Sheva,Female,Playable,Over there!
Chris,Male,Playable,It's time to put an end to this. Let's go!
Sheva,Female,Playable,This ship is huge! Do you think they're planning to use it to spread Uroboros?
Chris,Male,Playable,"No, using a ship like this would give away their position too soon. They must have another plan."
Sheva,Female,Playable,We need to move this container. There should be a crane or something nearby.
Sheva,Female,Playable,Thanks!
Sheva,Female,Playable,I'm not going on without you. Come on!
Sheva,Female,Playable,This tanker is so big. It won't be easy finding Wesker.
Chris,Male,Playable,"That won't be a problem. Once he knows we're here, he'll find us."
Sheva,Female,Playable,And how do you know that?
Chris,Male,Playable,"Let's just say we have a history together, and he's not the type to let grudges go."
Sheva,Female,Playable,Hmm...you must have done something to piss him off.
Chris,Male,Playable,It goes a bit beyond just pissing him off.
Sheva,Female,Playable,So...are you going to tell me what happened?
Chris,Male,Playable,Maybe...but not until after we've put an end to all this. Deal?
Sheva,Female,Playable,"Okay, but I'm holding you to that."
Chris,Male,Playable,Freeze!
Sheva,Female,Playable,What's going on here?
Excella,Female,Non-Playable,Nothing that concerns either of you.
Sheva,Female,Playable,"We're not giving you an option, now spit it out!"
Chris,Male,Playable,tell us what we want to know and you won't get hurt. Where's Wesker!
Excella,Female,Non-Playable,"If you can behave yourselves, maybe I'll tell you."
Chris,Male,Playable,Damn it!
Sheva,Female,Playable,She's tough. I'll give her that much.
Sheva,Female,Playable,What's this?
Sheva,Female,Playable,"Chris, is this...?"
Chris,Male,Playable,"Whatever it is, Excella seemed protective of it."
Sheva,Female,Playable,Their weapons keep getting bigger! Take cover!
Sheva,Female,Playable,Rocket launcher!
Wesker,Male,Non-Playable,So you've made it this far...
Wesker,Male,Non-Playable,Too bad you won't make it much further.
Spencer,Male,Non-Playable,"...a new superior breed of humans given birth by the Progenitor Virus. The Wesker children were entrusted with endless potential. Of them, only one survived. You."
Wesker,Male,Non-Playable,Are you saying I was manufactured?
Spencer,Male,Non-Playable,"I was to become a god...(coughs)...creating a new world with an advanced race of human beings. However, all was lost with Raccoon City. Despite that setback, your creation still holds great significance. (coughs)"
Spencer,Male,Non-Playable,"Now my candle burns dimly. Ironic, isn't it? For one who has the right to be a god! To face his own mortality..."
Wesker,Male,Non-Playable,The right to be a god...
Wesker,Male,Non-Playable,The right to be a god? You? Arrogant even until the end. Only one truly capable of becoming a god deserves that right.
Wesker,Male,Non-Playable,"The right...With Uroboros, I have that right."
Chris,Male,Playable,What the hell happened here?
Chris,Male,Playable,Excella...what's going on!?
Excella,Female,Non-Playable,Why...when I've done so much...all for you...
Chris,Male,Playable,Wesker!
Wesker,Male,Non-Playable,"Don't worry, your mission is at its end. Uroboros is on the eve of its appearance. Six billion cries of agony will birth a new balance!"
Chris,Male,Playable,"Sorry Wesker, but not on my watch!"
Excella,Female,Non-Playable,Albert...you said we'd change this world together...why!?
Sheva,Female,Playable,I thought they were partners.
Chris,Male,Playable,Wesker doesn't give a damn about anybody but himself.
Wesker,Male,Non-Playable,"Soon even you will understand, Chris. One glimpse of my new world and it will all make perfect sense."
Chris,Male,Playable,Show yourself!
Wesker,Male,Non-Playable,"Unfortunately, it's too late for you. You will not live to see the dawn! Sorry Excella, but it appears Uroboros has rejected you."
Wesker,Male,Non-Playable,Though you have been an excellent asset. I have one last task for you.
Excella,Female,Non-Playable,Albert!
Sheva,Female,Playable,What the hell!?
Wesker,Male,Non-Playable,"Farewell, old friend."
Sheva,Female,Playable,This way!
Chris,Male,Playable,Persistent son of bitch.
Sheva,Female,Playable,So now what? Do you think our weapons can hurt that thing?
Chris,Male,Playable,"I dunno, but we gotta get the hell outta here before it destroys this place."
Sheva,Female,Playable,It's tearing through the ship! We can't stay here!
Sheva,Female,Playable,My God...Look how big it's become!
Chris,Male,Playable,A satellite laser...we just might have a chance. The targeting device is on the roof! Come on! There's no time to lose!
Sheva,Female,Playable,That thing is huge. Do you really think we can kill it?
Sheva,Female,Playable,"It's all on you, Chris! I've got your back!"
Sheva,Female,Playable,There is is! Fire!
Sheva,Female,Playable,"That's it hit, hit it again! Watch out! It's firing off some sort of projectiles!"
Sheva,Female,Playable,Chris! Above you!
Sheva,Female,Playable,So that's Uroboros...I fear for the world if that ever gets out.
Chris,Male,Playable,Goddammit Wesker! He's actually serious about destroying the entire planet!
Chris,Male,Playable,Wait.
Sheva,Female,Playable,An assault bomber! Then Jill and Wesker was planning to spread Uroboros throughout the world...
Chris,Male,Playable,He's planning to use this to spread it.
Chris,Male,Playable,"Wesker! There he is. Come on, let's go!"
Chris,Male,Playable,Jill! Are you alright?
Jill,Female,Playable,"I'm fine. Don't worry about me. Just listen carefully, there's something I need to tell you. Wesker's superhuman strength, it comes from a virus. But the virus is unstable. In order to maintain a balance he must inject himself regularly with a serum."
Sheva,Female,Playable,So if we cut the supply of serum he loses his strength.
Jill,Female,Playable,"Affirmative. But he just took a dose, so it's gonna be a while before he needs another one."
Chris,Male,Playable,Damn.
Jill,Female,Playable,"Listen, Excella said that the amount administered has to be precise. So if he injects too much it should act like a poison. I think she used a serum labeled PG67A/W."
Sheva,Female,Playable,PG67A/W?
Jill,Female,Playable,I'm gonna try to find a way to escape. You need to find that serum. Excella always kept it with her in an attache ca-- (static)
Chris,Male,Playable,Jill! Come in! Jill!
Chris,Male,Playable,Shit!
Sheva,Female,Playable,Chris...this is it.
Chris,Male,Playable,Let's give it a shot.
Sheva,Female,Playable,A bomber equipped with missiles? He can't fly around in that without getting shot down...oh God!
Chris,Male,Playable,"Exactly. The plane can't get shot down. If it does, it will initiate a biohazard."
Sheva,Female,Playable,"It's just like Jill said, he's planning to spread this virus worldwide."
Chris,Male,Playable,Looks that way. Things are worse than I thought. We have to stop him here and now.
Emergency Voice,,Non-Playable,Warning! Fire detected in the engine room! Warning! Sealing off area with primary bulkhead! Evacuate the area immediately!
Emergency Voice,,Non-Playable,Opening secondary bulkhead. Please maintain a safe distance from the bulkhead.
Sheva,Female,Playable,"Come on! Open, damn you!"
Emergency Voice,,Non-Playable,Opening primary bulkhead. Please maintain a safe distance from the bulkhead.
Sheva,Female,Playable,We'll never win in a fair fight! We need to fall back and come up with a plan!
Sheva,Female,Playable,Something doesn't feel right...I can't explain it.
Chris,Male,Playable,"Yeah, I hear you. Don't let your guard down for a second."
Chris,Male,Playable,"Your plans are finished, Wesker!"
Sheva,Female,Playable,There's no way out this time!
Wesker,Male,Non-Playable,Don't you two ever tire of failing in your mission? (takes off sunglasses) You've really become quite an inconvenience for me.
Chris,Male,Playable,Why are you doing this? What do you accomplish by unleashing Uroboros?
Wesker,Male,Non-Playable,"Every day humans come one step closer to self destruction. I'm not destroying the world, I'm saving it!"
Sheva,Female,Playable,This guy's lost it!
Sheva,Female,Playable,Do it!
Wesker,Male,Non-Playable,"Things are really getting interesting now, eh Chris? Do you actually you can defeat me?"
Chris,Male,Playable,"Either way, I'm not gonna stop until I'm dead!"
Wesker,Male,Non-Playable,I'll see you dead!
Sheva,Female,Playable,"If we take advantage of the dark, we might actually hit him."
Wesker,Male,Non-Playable,There's no point in hiding. Is that all you have?
Sheva,Female,Playable,"Every time we shoot, he dodges! Fighting in the dark might be our only chance!"
Wesker,Male,Non-Playable,Ignorant cretins! Has it never occured to you that this planet is overpopulated? Only a handful of humans truly matter. Everyone else is just so much chaff. So now I have to separate this chaff from the wheat. And with Uroboros I can finally accomplish this!
Sheva,Female,Playable,I'll distract him!
Sheva,Female,Playable,Now's our chance!
Sheva,Female,Playable,I've got you now!
Sheva,Female,Playable,Do it! Inject him!
Wesker,Male,Non-Playable,You can't hide forever.
Wesker,Male,Non-Playable,"Ah, there you are! You're merely postponing the inevitable. Only those with superior DNA will be chosen by Uroboros. Only those fit for survival will be allowed to carry their genes into a new age!"
Chris,Male,Playable,"And let me guess, you're the one that's going to rule this new age, right?"
Chris,Male,Playable,Do it now! Give him the shot!
Sheva,Female,Playable,Did it work?
Chris,Male,Playable,I think so.
Wesker,Male,Non-Playable,"This isn't over, Chris!"
Chris,Male,Playable,"Sheva, he's getting away, hurry!"
Chris,Male,Playable,"Sheva! Come on! Come on, grab on!"
Wesker,Male,Non-Playable,"It seems I may have underestimated you, Chris."
Chris,Male,Playable,Save it Wesker. There's no one left to help you now.
Wesker,Male,Non-Playable,I don't need anyone else. (gets up) I have Uroboros. In less than five minutes we'll reach the optimal altitude for missile deployment. Uroboros will be released into the atmosphere ensuring complete global saturation.
Wesker,Male,Non-Playable,Your feeble attempts only delay the inevitable. The entire world will be infected.
Wesker,Male,Non-Playable,A new genesis is at hand and I will be the creator.
Chris,Male,Playable,I've had enough of your bullshit!
Chris,Male,Playable,You're just another one of Umbrella's leftovers.
Sheva,Female,Playable,You know what we have to do.
Chris,Male,Playable,"Alright, I'll go for the override lever. Cover me!"
Wesker,Male,Non-Playable,You'll pay for that!
Chris,Male,Playable,Hang on!
Chris,Male,Playable,No!!
Wesker,Male,Non-Playable,I'm taking the two of you with me.
Sheva,Female,Playable,Like hell you will.
Wesker,Male,Non-Playable,I should have killed you years ago...Chris.
Chris,Male,Playable,"Your mistake. It's over, Wesker!"
Wesker,Male,Non-Playable,Over? (laughs) I'm just getting started.
Wesker,Male,Non-Playable,"Time to die, Chris."
Wesker,Male,Non-Playable,"Why can't you understand, Chris?"
Sheva,Female,Playable,Fall back!
Wesker,Male,Non-Playable,Do you really believe the world is worth saving?
Wesker,Male,Non-Playable,Natural selection leaves the survivors stronger and better. Humans have escaped this winnowing for far too long.
Sheva,Female,Playable,"I've got him, CHRIS!"
Wesker,Male,Non-Playable,Damn you!
Wesker,Male,Non-Playable,"War and pestilence wherever you go. Everywhere, nothing but loathsome humans."
Chris,Male,Playable,Just...hold on...Sheva!
Wesker,Male,Non-Playable,The human race requires judgment!
Chris,Male,Playable,And you're going to judge us? Do you get all your ideas from comic book villains?
Wesker,Male,Non-Playable,Chriiis!
Chris,Male,Playable,"Now, Sheva, shoot him!"
Sheva,Female,Playable,I can't without hitting you!
Chris,Male,Playable,Then shoot through me!
Jill,Female,Playable,Grab on!
Wesker,Male,Non-Playable,CHRIS!!!
Chris,Male,Playable,Hang on!
Jill,Female,Playable,"Chris, Sheva, use those!"
Chris,Male,Playable,Ready partner?
Sheva,Female,Playable,Locked and loaded.
Chris,Male,Playable,"Suck on this, Wesker."
Sheva,Female,Playable,"Your time's up, you son of a bitch!"
Sheva,Female,Playable,That was for our fallen brothers.
Chris,Male,Playable,It's over.
Sheva,Female,Playable,Yes.
Jill,Female,Playable,Finally.
Chris,Male,Playable,"Yeah, it's worth it."
