Character,Gender,Playable,Line
Jack Baker,Male,Non-Playable,"Listen, the girl just wants a family of her own. She's the key, alright? You find her and you stop her. Ethan free my family – please."
Mia,Female,Non-Playable,"Eveline, stay away from him."
Eveline,Female,Non-Playable,Why? He doesn't love you. I can make him love you.
Mia,Female,Non-Playable,Don't – Don't hurt him.
Eveline,Female,Non-Playable,Silly – I told you. I'm not going to hurt him.
Mia,Female,Non-Playable,Don't you dare.
Eveline,Female,Non-Playable,"Or, what? You're not my mommy – remember."
Ethan,Male,Playable,Mia? Mia? How?
Mia,Female,Non-Playable,"There's no time. You have to get out of here and find her. Here, take this."
Ethan,Male,Playable,Wait–wait–what are you doing? What are you doing?
Mia,Female,Non-Playable,Saving your life.
Mia,Female,Non-Playable,"You need to go. I won't be able to resist for much longer. Now, go kill that little bitch."
Ethan,Male,Playable,"No-no. Mia-no! OK, you little bitch, where the fuck are you?"
Eveline,Female,Non-Playable,Die!
Ethan,Male,Playable,Fuck!
Eveline,Female,Non-Playable,This is your fault.
Ethan,Male,Playable,Why am I seeing this?
Eveline,Female,Non-Playable,He doesn't want to be my Daddy? Then he can die. Now it's Mommy's turn to kill you. You're gonna be one of us. Then maybe you'll play nicely.
Ethan,Male,Playable,I'm not playing.
Eveline,Female,Non-Playable,No! Get that away from me!
Mia,Female,Non-Playable,Forget about me! It all has to come down. I don't want to hurt you. I don't need your pity! Contained. She must be contained.
Eveline,Female,Non-Playable,Stay away! No you don't! No no no!
Ethan,Male,Playable,You?
Eveline,Female,Non-Playable,Why does everyone hate me?
Ethan,Male,Playable,"Goodbye, Eveline."
Eveline,Female,Non-Playable,It hurts! It hurts! It hurts!
Soldier,,Non-Playable,I'm Redfield. I'm glad we found you.
Ethan,Male,Playable,The fuck took you guys so long?
Mia,Female,Non-Playable,Ethan?
Ethan,Male,Playable,Mia– You made it. I'm glad.
Mia,Female,Non-Playable,Did I?
Ethan,Male,Playable,"They say that when one door closes, another opens. Well, a door closed tonight. And what a long night it was–but not just for me. Mia and I weren't the only victims here. So were the Bakers. It was that… thing, Eveline, who made them that way. But now Eveline’s dead."
Ethan,Male,Playable,And these guys are here to clean up the mess. I had Just come to terms with losing Mia. But now she’s back and wants to start over– put all of this behind us. Maybe this is where the next door opens.
