Character,Gender,Playable,Line
Sherry,Female,Playable,"Don’t worry about me. I can handle myself, and you need the help!"
Jake,Male,Playable,Christ... My chances of survival were higher when I was a soldier of fortune.
Soldier,,Non-Playable,"I’m setting charges on the anti-aircraft guns now, but it’s gonna take a while. See if you can buy me some time! I need you to distract that giant B.O.W.! I can’t work with that B.O.W. around!"
Sherry,Female,Playable,Chris! We’ll take care of one of those big ones!
Jake,Male,Playable,"Thanks for volunteering me for the job, babe."
Sherry,Female,Playable,I’m setting the charges now! Just need a little more time! The charges are set! Everyone get back!
Radio,,Non-Playable,Only two guns left!
Soldier,,Non-Playable,"OK, head to the next target! I’m setting charges on the anti-aircraft guns now, but it’s gonna take a while. See if you can buy me some time! Just need a little more time! The charges are set! Everyone get back!"
Radio,,Non-Playable,"Good job, Aloha! One gun left! There’s another giant B.O.W. closing in on your location!"
Piers,Male,Playable,It’s the one we lost at the Two of Hearts!
Chris,Male,Playable,Alpha! Prepare to engage!
Soldier,,Non-Playable,"Only one to go! Everyone into that underground passage! I’m setting charges on the anti-aircraft guns now, but it’s gonna take a while. See if you can buy me some time! Just need a little more time! I need you to distract that giant B.O.W.! I can’t work with that B.O.W. around! I’m setting the charges now! The charges are set! Everyone get back!"
Radio,,Non-Playable,"All anti-aircraft guns have been silenced, Nice work, Alpha. But you’re not out of the woods yet. Echo Team can’t land until you take care of that other B.O.W. We’ll try to hit it from the air. See if it has any weaknesses."
Chris,Male,Playable,Targeting those exposed organs! Fire at will!
Radio,,Non-Playable,"Good work out there, Alpha! Echo Team will be landing shortly."
Chris,Male,Playable,I already gave the pilot the coordinates.
Sherry,Female,Playable,Thank you so much for your help.
Chris,Male,Playable,(to Jake) Hey... Hey! Have we met?
Jake,Male,Playable,"You jarheads all look the same to me pal, sorry."
Piers,Male,Playable,You’ve gotta be kidding me!
Chris,Male,Playable,My mistake. Have a safe flight.
Sherry,Female,Playable,"Yes… but there’s something I need to run by you. Mr. Muller is requesting compensation for his cooperation... 50 million dollars. Yes. Yes, I understand. I’ll let him know."
Jake,Male,Playable,"So, we got a deal?"
Sherry,Female,Playable,"Yes, we have a deal."
Jake,Male,Playable,"That was easy. By the way, that guy that you were all chummy with back there..."
Sherry,Female,Playable,You mean Chris?
Jake,Male,Playable,That’s the one.
Sherry,Female,Playable,What about him?
Jake,Male,Playable,Forget it.
Sherry,Female,Playable,What was that?
Jake,Male,Playable,My gut’s goin’ with something bad. And here it comes.
Sherry,Female,Playable,Oh my God.
Jake,Male,Playable,That thing doesn’t give up.
Sherry,Female,Playable,We have to shoot him off or he’ll bring us down!
Jake,Male,Playable,"I’m getting 50 million. I don’t mind working for it a little. This thing is after you two, ain’t he!"
Sherry,Female,Playable,I’m sorry. I didn’t mean to put you in danger!
Jake,Male,Playable,"Don’t sweat it, kid! This is why I get paid the big bucks!"
Pilot,,Non-Playable,Jump to the next chopper! Move! Now! What are you waiting for?
Cherry,,Non-Playable,Jake!
Jake,Male,Playable,This just gets better and better. He’s locked on to us! This is getting a little crazy. Even for me!
Sherry,Female,Playable,e can’t take any more hits! We ve gotta shoot the missiles down!
Jake,Male,Playable,"I should’ve read the line print before signing up for this. Get your own helicopter, asshole!"
Sherry,Female,Playable,"Look, parachutes!"
Jake,Male,Playable,What do I do?
Sherry,Female,Playable,Pull it out...
Jake,Male,Playable,No! You’ll bleed to death.
Sherry,Female,Playable,Please...
Jake,Male,Playable,Don’t say I didn’t warn you.
Jake,Male,Playable,What the hell! You wanna tell me what the hell just happened?
Sherry,Female,Playable,Long story.
Jake,Male,Playable,Yeah? Maybe it’s your blood they should be testing for vaccines.
Sherry,Female,Playable,They already did. More than I could stand.
Jake,Male,Playable,What are you doing?
Sherry,Female,Playable,The data’s gone!
Jake,Male,Playable,What data?
Sherry,Female,Playable,"Your data! Your blood analysis, your genome, everything that we need to make a vaccine."
Jake,Male,Playable,"No! You mean everything I need to get my 50 million. Well, come on super girl, let’s get lookin’."
Sherry,Female,Playable,I had all your intel saved on a handful of data chips. We’ve gotta find them!
Jake,Male,Playable,"In the middle of a snowstorm? You really want me to work for that money, don’t you? Hey, look. There’s a shack up there. Finally, a little luck..."
Sherry,Female,Playable,"OK, first we find the data, then we’ll take shelter there."
Sherry,Female,Playable,"So this data you need to find. It’s about me, isn’t it?"
Sherry,Female,Playable,There are three data chips. I lost them in the crash. The locator will pinpoint each one’s position.
Jake,Male,Playable,"OK... We find your gear, and then I brew us up a nice, hot pot ’a coffee. Jesus... What are these nasty-looking things?"
Sherry,Female,Playable,"They’re J’avo, and they’re encased in a… cocoon. When they hatch… well… it isn’t pretty."
Jake,Male,Playable,"I’m so glad I was immune to that shit, they gave us. I’d rather be in there, kicking my feet, up, then out here on this stupid scavenger hunt. I must’ve pissed somebody off upstairs."
Sherry,Female,Playable,I sure could use a break about now... But finding that data is priority one.
Jake,Male,Playable,"So this little thing is chock full ’a data on me, huh. Two left. We’d better hurry before I freeze my ass off. Found another one. Doesn’t look, broken... OK. One more to go. And I bet you’ll be a real pain in the ass to find... Gotcha. Is that it for the data chips?"
Sherry,Female,Playable,"Yeah, thanks for the help. Now let’s get out of this cold."
Sherry,Female,Playable,I’ll go get help. It can’t be that much further to the rendezvous.
Jake,Male,Playable,Wait!
Jake,Male,Playable,So... You always been like that? The whole healing thing.
Sherry,Female,Playable,"My dad was a scientist. He was working on B.O.W.s when I was exposed. Luckily, I was treated with the vaccine before it was too late, but the virus adjusted and adapted. It’s been a part of me ever since."
Jake,Male,Playable,What happened to your father?
Sherry,Female,Playable,His research killed him. By the time he died his body had mutated so much… he wasn’t even recognizable.
Jake,Male,Playable,Sorry. I didn’t mean to...
Sherry,Female,Playable,"That’s all right. Besides, I didn’t walk out of it empty handed."
Jake,Male,Playable,"Yeah, you got super powers."
Sherry,Female,Playable,"That’s not what I meant. The people who saved me, Leon and Claire, are the closest friends I’ve ever had."
Jake,Male,Playable,"Claire is that BSAA guy’s sister, right?"
Sherry,Female,Playable,They risked their lives for me back in Raccoon City. I guess I’m still just trying to live up to their example—never giving up no matter the odds.
Jake,Male,Playable,Speaking of odds... Looks like we got some party crashers. But this cabin’s invitation only.
Sherry,Female,Playable,We’re surrounded! It’s an avalanche! Let’s get out of here!
Jake,Male,Playable,I told them to keep the noise down!
Jake,Male,Playable,"Punch it, before, we get buried alive! The whole mountain’s coming down! God must really hate us today!"
Sherry,Female,Playable,"We’ll make it, just keep going! Anyway... I don’t hate you!"
Jake,Male,Playable,Oh great. That helps!
Sherry,Female,Playable,"Oh, no! Go right!"
Jake,Male,Playable,Keep your speed up! I don’t want to be buried out here! This is not a good idea!
Sherry,Female,Playable,Too late now!
Jake,Male,Playable,Jump!
Sherry,Female,Playable,Are you OK?
Jake,Male,Playable,Don’t worry about me. I’m built like a tank.
Sherry,Female,Playable,Fine. I won’t. Let’s go.
Jake,Male,Playable,"Wow, nice acoustics... Watch your step."
Sherry,Female,Playable,I wonder how deep this mine goes.
Jake,Male,Playable,Jesus Christ! What does it take to kill that thing!
Sherry,Female,Playable,I think he’s using those bugs to sniff us out. Be careful.
Jake,Male,Playable,Shit! He found us!
Sherry,Female,Playable,"Quick, hide! Watch out for those bugs. If they find us..."
Jake,Male,Playable,"Yeah, yeah, I know. Tall, dark, and ugly’ll come tear us apart."
Sherry,Female,Playable,He’s found us!
Jake,Male,Playable,Hide before he comes! When’s it our turn to chase him?
Sherry,Female,Playable,He’ll kill us if he finds us.
Jake,Male,Playable,Thanks for the news flash. Shit! He found us!
Sherry,Female,Playable,"Quick, hide!"
Jake,Male,Playable,I’m not really a fan of hide and seek.
Sherry,Female,Playable,"Oh, you’d rather that thing kill you?"
Jake,Male,Playable,Shit! He found us!
Sherry,Female,Playable,"Quick, hide! Keep your hands to yourself!"
Jake,Male,Playable,"Hey, you’re the one rubbing up on me. Besides, what makes you think you’re my type?"
Sherry,Female,Playable,I would shoot you if I didn’t need you alive.
Jake,Male,Playable,"Seriously!? Geez, this guy doesn’t miss a beat!"
Sherry,Female,Playable,He sure can move fast for something that size.
Jake,Male,Playable,Shit! He found us!
Sherry,Female,Playable,"Quick, hide!"
Jake,Male,Playable,"Get the hell outta here, for Chrissakes! Shit! He found us!"
Sherry,Female,Playable,"Quick, hide!"
Jake,Male,Playable,I hate this hiding bullshit.
Sherry,Female,Playable,That was close.
Jake,Male,Playable,Aw shit... Run!
Sherry,Female,Playable,We can’t go anywhere without that key.
Jake,Male,Playable,Then let’s go get it.
Jake,Male,Playable,"Ha-ha! Whadya think of that, sucker!"
Sherry,Female,Playable,Quiet! He ’ll hear you!
Jake,Male,Playable,"Christ, he’s like a sales rep that won’t take no for an answer!"
Sherry,Female,Playable,I think this will stop him!
Jake,Male,Playable,"Oh, this is gonna be fun! Not so tough now, are ya!?"
Sherry,Female,Playable,We got him now! We did it. We beat him.
Jake,Male,Playable,Just barely. Is that the exit?
Sherry,Female,Playable,"Yeah, once we get out there, I’ll radio for pickup. My team should be close by. That’s the rendezvous."
Jake,Male,Playable,About damn time.
Jake,Male,Playable,Come on super girl.
Jake,Male,Playable,"You know, those shots of yours pack one hell of a punch, lady."
Carla,Female,Non-Playable,"So, you’re Wesker Junior."
Jake,Male,Playable,Wesker? You lost me.
Carla,Female,Non-Playable,"Albert Wesker was a colossal imbecile, a fool who tried to destroy the world. He was also your father."
Jake,Male,Playable,What!?
Carla,Female,Non-Playable,Which makes you heir to a very special blood type.
Mercenary,,Non-Playable,(in Chinese) “Keep moving.”
Jake,Male,Playable,"(in Chinese) “Sorry guys, time to move on.”"
Jake,Male,Playable,"I don’t need a weapon to kill assholes like you! Goodbye, shitty prison cell. It’s been a real slice of heaven."
Loudspeaker,,Non-Playable,Two test subjects have escaped from their quarters. They must not leave the facility. Permission to use firearms has been granted. Repeat Two test Subjects have escaped from their quarters. They must not leave the facility. Permission to use firearms has been granted.
Jake,Male,Playable,"I knew she was here! I’m coming for you, Sherry."
Sherry,Female,Playable,Jake! Where are we?
Jake,Male,Playable,China.
Sherry,Female,Playable,"Obviously, but where? Why?"
Jake,Male,Playable,"Don’t know, don’t care."
Jake,Male,Playable,I just know I am done being their guinea pig.
Sherry,Female,Playable,What did they do to you?
Jake,Male,Playable,Plenty. They said something about using my antibody to enhance the C-Virus.
Sherry,Female,Playable,What else did they say?
Jake,Male,Playable,You know anything about an Albert Wesker?
Sherry,Female,Playable,What?
Jake,Male,Playable,"I’ll take that as a yes. They talked about him. A lot. I guess he had an antibody that could fight off any virus. Apparently, he abused his gift, took it for granted, and then ended up turning himself into a some kind of monster. And here I thought dear old dad was just a deadbeat who skipped out on us no, no, no... he was actually... a freakin’ nut job who almost destroyed the world!"
Sherry,Female,Playable,Your father’s actions have nothing to do with you.
Jake,Male,Playable,"Yeah, but his blood does. It’s the whole reason why we’re even here. I mean, come on! You really think that crazy doesn’t run in the family? That nothing of who my father was didn’t somehow get passed on down to me? You of all people should know that’s true. I’m just sayin’... The man that I am, the things that I’ve done at least it all makes a little bit more sense now. What?"
Sherry,Female,Playable,You can blame your father all you want. But at some point you have to take responsibility for your own actions. I have to let my superiors know I’m OK. But first we need a way to contact them.
Jake,Male,Playable,Hm? What the hell’s this?
Jake,Male,Playable,"I’ll tell you this, it took a lot of money to build something this big."
Sherry,Female,Playable,No kidding. I never saw anything outside of the one crappy room they had me in.
Jake,Male,Playable,"Hey, look. We can get out here."
Sherry,Female,Playable,"Yeah. But until I talk to my superiors, I don’t even know where to go."
Jake,Male,Playable,Why does everything have to be a such pain in the ass? All right. Guess we better find a way for you to phone home.
Jake,Male,Playable,"Three medallions for the west. And it says it takes ten medallions to gain passage to the east. OK, we know what they look like. Now we find the rest. So, what’d they have you doing for the past six months?"
Sherry,Female,Playable,You name it. They were trying to research the virus I’m carrying. It was the same thing I went through after Raccoon City. And it was just as shitty the second time.
Jake,Male,Playable,Jeez. I’m sorry.
Jake,Male,Playable,What is this?
Sherry,Female,Playable,Data from your experiments. Here we go.
Jake,Male,Playable,Hello!
Sherry,Female,Playable,It’s all right here.
Jake,Male,Playable,Why don’t you call your boss?
Sherry,Female,Playable,"It’s me, Sherry Birkin... Yes, he’s OK. We were detained… at a facility in China. Really!? All right, I’ll send you our exact coordinates. (to Jake) They’re already here in China! It’s over, we’re saved."
Jake,Male,Playable,"Hallelujah. So, you ready?"
Sherry,Female,Playable,Done. Now let’s get the hell outta here.
Jake,Male,Playable,Let’s go! These guys aren’t much for conversation.
Sherry,Female,Playable,Good. I was sick of this place anyway.
Jake,Male,Playable,Are you kidding me!?
Sherry,Female,Playable,Oh crap! Run!
Jake,Male,Playable,"Jesus Christ! Oh, come on! Enough already! How the hell do I get over there? I could swing off that statue if I got it to the right angle. Haha! That works! Let’s try it again. I hope you break your stupid statue! Thanks for the opening! Sherry! I found a bike! Just hold on!"
Sherry,Female,Playable,OK!
Sherry,Female,Playable,Yes… we’re all right. Understood. I’ll make sure.. We’ll be there soon.
Jake,Male,Playable,What did he say?
Sherry,Female,Playable,He gave me the rendezvous coordinates. It’s close.
Jake,Male,Playable,Great. Hang on!
Sherry,Female,Playable,They’re trying to mow us down!
Jake,Male,Playable,"Yeah, thanks, I have ears! God only knows how we’re gonna get out of this! Hold on to me!"
Sherry,Female,Playable,Oh my God... Jake!
Jake,Male,Playable,This city is going to hell in a handbasket.
Jake,Male,Playable,"Hey! Shoot that thing, would ya!"
Sherry,Female,Playable,This is really starting to hurt.
Jake,Male,Playable,"Next time I’ll steal a limo! Hold on as tight as you can, OK?"
Sherry,Female,Playable,Jake!
Jake,Male,Playable,Son of a… Goddamn it!
Sherry,Female,Playable,I can’t hold on!
Jake,Male,Playable,Yes you can! I’m coming!
Jake,Male,Playable,You OK?
Sherry,Female,Playable,Yeah. Nice catch. The helicopter’s back!
Jake,Male,Playable,Bastard was waiting for us. Hang on!
Sherry,Female,Playable,They’re still on us!
Jake,Male,Playable,As if we didn’t have enough problems! Watch out! Here we go! Hold on!
Jake,Male,Playable,You all right?
Sherry,Female,Playable,I’m fine.
Jake,Male,Playable,"Come on. Shit. Looks like Redfield and his boyscouts are here, too."
Sherry,Female,Playable,Jake! Chris’ team will protect us.
Jake,Male,Playable,We don’t need their help. I didn’t ask for it either.
Sherry,Female,Playable,"I know you don’t like him, but if Chris is here..."
Jake,Male,Playable,"All right, all right! Enough about Redfield! Geez, it’s getting old! These guys don’t know who they’re dealing with. Time to clue ’em in. Droppin’ like flies. We’ll have this mess mopped up in no time."
Sherry,Female,Playable,Jake! He’s the last one!
Jake,Male,Playable,"Hmph, and I thought we’d be here all night. This way!"
Sherry,Female,Playable,OK.
Jake,Male,Playable,"Screw all this running. I’m taking that, chopper out."
Sherry,Female,Playable,How? With what?
Jake,Male,Playable,Not sure. Kinda making this up as I go!
Sherry,Female,Playable,Chris is on the roof trying to take that chopper down.
Jake,Male,Playable,"Not goin’ too well for him, is it? Wanna show him how it’s done?"
Sherry,Female,Playable,"Well, I have some explosive rounds that could even the odds."
Sherry,Female,Playable,Jake! No! You’ll be killed!
Jake,Male,Playable,You know what they say about desperate times! Watch and learn!
Jake,Male,Playable,You’re going down!
Sherry,Female,Playable,"Come on, let’s go. Our orders are to avoid contact with anyone."
Jake,Male,Playable,Does he know that Wesker was my father?
Sherry,Female,Playable,I don’t think so. Why?
Jake,Male,Playable,No reason. Maybe I just rubbed him the wrong way.
Jake,Male,Playable,"Did you even see the kind of helicopter they sent after us? A bird like that costs around fifteen million dollars. Man, terrorism is lucrative."
Sherry,Female,Playable,Maybe they have an oil baron or two in their pocket.
Jake,Male,Playable,"Oil Barons? In the country I was born in, people think Uncle Sam causes most of the problems in this world."
Sherry,Female,Playable,"Yeah, sure, everyone loves to blame America for everything. We’re not the bad guy, Jake. Look, these terrorists have unleashed bioweapons on our country, too!"
Jake,Male,Playable,So the whole world’s going to hell.
Sherry,Female,Playable,And you’re the only one who can save it.
Jake,Male,Playable,"Well, shit. As long as there’s no pressure, right? Man, everywhere you look, there’s more of these assholes. Sucks being so popular."
Sherry,Female,Playable,"There’s no sneaking around them, is there?"
Jake,Male,Playable,"It’s bolted shut? Ah, fuck me… Come on, we gotta figure out a way to get this thing open. Sherry, it’s open! Smells like death. Just like Edonia."
Sherry,Female,Playable,Jake! Are you OK?
Jake,Male,Playable,"I’ve taken bigger spills. Course, I don’t have that healing factor of yours."
Sherry,Female,Playable,Too bad the fall didn’t knock the wise ass out of you. This one’s bolted shut too.
Jake,Male,Playable,"Another one? All right, here we go again,"
Sherry,Female,Playable,It’s open — c’mon!
Sherry,Female,Playable,Don’t get too close! You’ll be ripped to shreds!
Jake,Male,Playable,"Yeah, thanks. I know what a chainsaw can do!"
Jake,Male,Playable,"Now’s our chance! He’s all yours! Take that, you piece of shit! Did that do it?"
Sherry,Female,Playable,I think he’s down.
Sherry,Female,Playable,It’s American...!
Sherry,Female,Playable,Is that… Leon?
Leon,Male,Playable,Sherry? What are you doing here?
Sherry,Female,Playable,I’m on protective detail.
Leon,Male,Playable,"Yeah, I heard you became an agent."
Sherry,Female,Playable,Why are you here?
Leon,Male,Playable,I’m tracking the man behind all this. Chief Security Advisor Simmons.
Sherry,Female,Playable,What!? There must be some sort of mistake. I report to Simmons!
Leon,Male,Playable,He’s your supervisor?
Sherry,Female,Playable,We’re on our way to meet with him right now.
Leon,Male,Playable,Where is he! I need to know—
Jake,Male,Playable,Hey!
Sherry,Female,Playable,Jake! Let me handle this.
Jake,Male,Playable,I thought your orders were to avoid contact… with anyone.
Sherry,Female,Playable,Leon’s not just anyone. He saved my life back in Raccoon City.
Jake,Male,Playable,Fair enough.
Helena,Female,Playable,Look out!
Helena,Female,Playable,"Leon, the plane!"
Jake,Male,Playable,Him again!?
Leon,Male,Playable,Friend of yours?
Jake,Male,Playable,More like an ex-girlfriend. Guy doesn’t know when to quit.
Leon,Male,Playable,Welcome to the club. You get used to it.
Sherry,Female,Playable,Watch out for his arm!
Leon,Male,Playable,Got it!
Helena,Female,Playable,Now’s our chance. Let’s go! You’ve fought this thing before and you’re still breathing? I’m impressed.
Jake,Male,Playable,Are you kidding? I get a kick outta this.
Helena,Female,Playable,"You’re not entirely sane, are you? How is he still standing!?"
Sherry,Female,Playable,Don’t get me started! But maybe the four of us can stop him once and for all!
Leon,Male,Playable,He carries around a spare?
Helena,Female,Playable,Give him credit — at least he came prepared.
Jake,Male,Playable,Like I said... Indestructible.
Leon,Male,Playable,I was hoping you were exaggerating.
Jake,Male,Playable,"‘Fraid not. That doesn’t mean we gotta, make things easy for him."
Leon,Male,Playable,"Hey, shit for brains! Over here!"
Leon,Male,Playable,Sherry!
Sherry,Female,Playable,Leon! We’re gonna head to the Kwun Lung Building over in Koocheng! That is where I’m meeting with Simmons!
Leon,Male,Playable,"Sherry, listen! Until we get there, I need you to—"
Jake,Male,Playable,"Hey! If he is half the man you say he is, he’ll be fine. OK?"
Sherry,Female,Playable,You’re right. We should hurry.
Sherry,Female,Playable,"Koocheng is up ahead, at the mouth of the river."
Jake,Male,Playable,"All right. Come on. You’re worried about Simmons, right?"
Jake,Male,Playable,"You’re gonna be fine, OK?"
Jake,Male,Playable,Let’s go!
Jake,Male,Playable,Was that you?
Jake,Male,Playable,Jesus Christ!
Sherry,Female,Playable,"Watch out! This day is never gonna end, is it?"
Sherry,Female,Playable,Come on!
Jake,Male,Playable,(encounters the zombie) He’s back! This prick won’t give up!
Sherry,Female,Playable,Watch out! Someone’s shooting at us!
Jake,Male,Playable,They’re not shooting at us they’re helping us! Maybe it’s your buddies in the BSAA!
Sherry,Female,Playable,I think he’s dead.
Jake,Male,Playable,Let’s hope it sticks. Found us another boat!
Sherry,Female,Playable,I just saw some sort of light or something in the water.
Jake,Male,Playable,(stirring away from the falling poles) Jesus Christ!
Jake,Male,Playable,"Oh, come on! Really!?"
Jake,Male,Playable,What the hell was that?
Sherry,Female,Playable,"I don’t know, but whoever they are, they just saved my life."
Jake,Male,Playable,Worst boat ride since the Titanic.
Jake,Male,Playable,Shit! Sherry!
Sherry,Female,Playable,Jake!
Sherry,Female,Playable,"Yes? Almost. All right, we’ll be there as soon as we can."
Jake,Male,Playable,"Boss still keeping tabs on you, huh?"
Sherry,Female,Playable,...For now.
Jake,Male,Playable,Let’s go then.
Sherry,Female,Playable,"If Leon was right about Simmons, I want you to run. (Jake scoffs) No matter what happens. Promise me."
Jake,Male,Playable,Fine.
Sherry,Female,Playable,No! Wait!
Simmons,Male,Non-Playable,"Ah, Agent Birkin. Impeccable timing. Kindly take these two into custody, won’t you?"
Sherry,Female,Playable,They said you were involved in the terrorist attack. Is it true?
Simmons,Male,Non-Playable,"What, are they running down the streets, screaming it to anyone who’ll listen?"
Sherry,Female,Playable,Answer me!
Simmons,Male,Non-Playable,It’s for the benefit of the United States—and global security.
Leon,Male,Playable,I can’t see how killing the president is good for the country.
Sherry,Female,Playable,The president’s dead?
Simmons,Male,Non-Playable,"Well, we have Leon to thank for that."
Helena,Female,Playable,"God damn you, Simmons!"
Simmons,Male,Non-Playable,(to his men) Dispose of them.
Sherry,Female,Playable,No!
Simmons,Male,Non-Playable,Hold your fire! Those two are still of use to us.
Leon,Male,Playable,(to Sherry) You need to be more careful.
Jake,Male,Playable,"All right, all right, so what’s the plan, hero?"
Leon,Male,Playable,You think you can make it to that door?
Jake,Male,Playable,Why don’t we just waste them?
Leon,Male,Playable,Because I need you to take care of Sherry.
Simmons,Male,Non-Playable,Can we wrap this up? I do have better things to do.
Sherry,Female,Playable,What are you two gonna do?
Helena,Female,Playable,Finish Simmons.
Sherry,Female,Playable,(hands Leon a flash drive) There’s information on here that could stop the C-Virus. Simmons wants it.
Leon,Male,Playable,"Thanks. I’ll put a call in to FOS, get you some protection. Now move!"
Sherry,Female,Playable,Go! Run!
Jake,Male,Playable,Not a chance.
Sherry,Female,Playable,You promised!
Jake,Male,Playable,I lied.
Sherry,Female,Playable,Jake!
Jake,Male,Playable,Sherry!
Sherry,Female,Playable,Jake!
Jake,Male,Playable,Sherry!
Sherry,Female,Playable,I’m sorry. I trusted Simmons. I should’ve been able to see through his lies. This is all my fault.
Jake,Male,Playable,"You were just following orders, right? I thought you were doing the right thing. Find the vaccine, save the world and all that."
Jake,Male,Playable,What the hell just happened?
Sherry,Female,Playable,"Ugh, of course. They took our weapons."
Jake,Male,Playable,(looking at a nearby room) Hey! There’s our gear.
Sherry,Female,Playable,How do we get in there?
Jake,Male,Playable,Good luck.
Sherry,Female,Playable,Thanks.
Jake,Male,Playable,Sherry!
Sherry,Female,Playable,I’m all right!
Jake,Male,Playable,"You sure, ’cause you don’t look all right. Hey, break down the door! Save me from climbin’ through those air ducts."
Jake,Male,Playable,"Not bad, for a girl."
Sherry,Female,Playable,...My pleasure.
Computer,,Non-Playable,"Electricity temporarily rerouted to incubation chamber. To activate elevator, please attach reserve battery."
Sherry,Female,Playable,Reserve battery?
Jake,Male,Playable,Where the hell is it?
Sherry,Female,Playable,Won’t know ’till we find it.
Computer,,Non-Playable,Reserve battery 1 activated. 25% Charged.
Jake,Male,Playable,We gotta get more? Dammit!
Jake,Male,Playable,"Huh, it’s hardly practical, but we got no choice. Really, there’s no other way up? ...Oh well."
Computer,,Non-Playable,Reserve battery 2 activated. 50% Charged.
Jake,Male,Playable,"All right, half way there."
Computer,,Non-Playable,Reserve battery 3 activated. 75% Charged.
Jake,Male,Playable,One more left.
Computer,,Non-Playable,Unexpected power surge detected. Please use elevator for evacuation.
Jake,Male,Playable,"What the hell! First there’s no power, now there’s too much?"
Sherry,Female,Playable,At least the elevator works!
Sherry,Female,Playable,We have to find a way to stop this.
Jake,Male,Playable,That crane might do the trick!
Jake,Male,Playable,"I’m fresh out of patience, pal!"
Jake,Male,Playable,Sherry! You all right?
Sherry,Female,Playable,"Yeah, I’m fine! Hurry!"
Jake,Male,Playable,Jump!
Sherry,Female,Playable,Chris!
Chris,Male,Playable,Glad to see you’re OK.
Sherry,Female,Playable,"Wait, was that you who just freed us?"
Jake,Male,Playable,Looks like you guys saved the day again.
Chris,Male,Playable,(to Jake) I can see your father in you.
Sherry,Female,Playable,How did you know where—
Jake,Male,Playable,"Wait, hold on a second. So you knew him?"
Chris,Male,Playable,Yeah. I did. And I’m the one that killed him.
Jake,Male,Playable,(swiftly pulls out a pistol) It was you?
Chris,Male,Playable,That’s right.
Piers,Male,Playable,(aiming at Jake) Chris!
Jake,Male,Playable,You better put a leash on that puppy.
Chris,Male,Playable,"(waves Piers) This is between me and him. (to Jake) Go ahead, shoot. You have every right to. Just promise me you’ll survive. The world depends on it."
Jake,Male,Playable,(angerly) Who the hell are you to tell me what to do!?
Sherry,Female,Playable,Stop it!
Piers,Male,Playable,Put your gun down! Now!
Jake,Male,Playable,"Tell me, were you just... ...following orders, or was it personal?"
Chris,Male,Playable,Both.
Sherry,Female,Playable,"Jake, please, stop!"
Piers,Male,Playable,...before I put a bullet in your head! Just put your gun down.
Sherry,Female,Playable,Don’t do this!
Jake,Male,Playable,There are more important things at stake than you and me.
Piers,Male,Playable,We gotta go!
Sherry,Female,Playable,Jake!
Jake,Male,Playable,I know!
Sherry,Female,Playable,"Guys! I think this is some sort of lift! There’s one over there, too! Let’s get outta here."
Computer,,Non-Playable,HAOS Release Simulation ”Infection Rate 20%... 60%... Infection Rate 100%
Jake,Male,Playable,What the hell is this?
Piers,Male,Playable,The end of the world.
Chris,Male,Playable,Unless we stop it.
Sherry,Female,Playable,So if that giant cocoon hatches...
Chris,Male,Playable,...We’re in trouble.
Piers,Male,Playable,Just a bit. We gotta get outta here and warn HQ!
Chris,Male,Playable,This way!
Sherry,Female,Playable,Gimme a hand!
Jake,Male,Playable,"Just so we’re clear, you and I are not done talking yet. You’ve got a lot of explaining to do."
Chris,Male,Playable,"We make it outta here alive, and I’ll tell you whatever you want. I just hope you’re ready to hear it."
Jake,Male,Playable,"Save the bullshit. I’m not the same man my father was. But if it ever comes down to you and me, it’ll be me, got it?"
Chris,Male,Playable,Loud and clear.
Piers,Male,Playable,"(to Sherry) Your friend’s a little unpredictable, isn’t he? Must make it hard to rely on him. Not that the Captain’s been a walk in the park lately."
Sherry,Female,Playable,"No one’s perfect, but I trust him. Anyway, all we can do right now is focus on getting out of here."
Piers,Male,Playable,Good point.
Chris,Male,Playable,Look out!
Sherry,Female,Playable,Chris!
Chris,Male,Playable,Get moving! We got it from here.
Jake,Male,Playable,Let’s go.
Sherry,Female,Playable,Wait!
Jake,Male,Playable,You’ve got a job to finish.
Sherry,Female,Playable,There is no way they can take that thing!
Jake,Male,Playable,We are not going back.
Sherry,Female,Playable,But they’re gonna get killed!
Jake,Male,Playable,"Then that’s their choice! It’s a sacrifice they’re willing to make, and we can’t stop them."
Sherry,Female,Playable,Jake…
Jake,Male,Playable,You know what? I’m not my father. And I’m gonna make damn sure that it stays that way. We’re getting outta here... ...and you’re gonna save the world.
Sherry,Female,Playable,You’re right. Let’s go.
Jake,Male,Playable,"I’m through with this, where’s the exit?"
Sherry,Female,Playable,We’ve gotta be close.
Jake,Male,Playable,"Well, look who’s back."
Jake,Male,Playable,"Enough of this cat and mouse bullshit. Come get some, you ugly son of a bitch!"
Jake,Male,Playable,"Sherry, we gotta take this fight somewhere else!"
Sherry,Female,Playable,"Let’s do it! (sees Ustanak) Oh, crap!"
Jake,Male,Playable,"Just keeps on uppin’ his game! Nice hit, Sherry!"
Jake,Male,Playable,"Yeah, this is much better! Yeah, make more lava holes, you freakin’ idiot!"
Sherry,Female,Playable,He doesn’t care. He’ll do whatever it takes to kill us! Jake! Go for it! Now!
Jake,Male,Playable,This is more like it! Let’s settle this mano a mano!
Jake,Male,Playable,Is that all you got?
Sherry,Female,Playable,I’ll cover you!
