Character,Gender,Line
Chris,Male,"Is that you, Rebecca?"
Rebecca,Female,"Chris, are you alright?"
Chris,Male,"Uh, yeah... What happened?"
Rebecca,Female,You were bitten by a poisonous snake! Are you okay?
Chris,Male,Uhh... My head is killing me...
Rebecca,Female,"I think you'll be alright, because I gave you a shot; but please, stay out of trouble!"
Chris,Male,You saved my life... I owe you one.
Rebecca,Female,"Chris, take care!"
Rebecca,Female,Chris!
Chris,Male,"Am I poisoned? Dammit, get me Serum!"
Rebecca,Female,I'm sure the Serum must be there! I'll be right back!
Rebecca,Female,You alright?
Chris,Male,Yeah... What happened?
Rebecca,Female,You were bitten by a poisonous snake! Are you okay?
Chris,Male,Uhh... My head is killing me...
Rebecca,Female,"I think you will be alright, because I gave you a shot; but please, be careful!"
Chris,Male,You saved my life... I owe you one.
Rebecca,Female,I'm glad I could help!
Chris,Male,"Am I poisoned? Dammit, get me Serum!"
Brad,Male,"This is Brad! S.T.A.R.S. Alpha Team, please respond! What the hell? Is nobody out there?"
Chris,Male,(into Radio) This is Chris.
Brad,Male,This is Brad... STARS Alpha Team... Bravo Team... It doesn' matter. Anybody... Answer me... This is Brad(fades out)
Chris,Male,Damn! It's broken!
Rebecca,Female,Chris!
Chris,Male,Rebecca... No... It's no use. The roots of it are in the basement. You could... whoah...
Rebecca,Female,Chris!
Chris,Male,Take this file with you.
Chris,Male,"Use the information in it... in order to make the potion... and kill the root. Rebecca, please..."
Rebecca,Female,"Chris, don't die!"
Rebecca,Female,Oh! I can't believe it! Are you okay?
Chris,Male,Yeah. So much for him. We got to the root of the problem. Saved again.
Rebecca,Female,I... just...
Chris,Male,"Really, thank you."
Rebecca,Female,"(hesitantly) You'd do the same for me, wouldn't you?"
Chris,Male,(nods) I guarantee it.
Rebecca,Female,"Well, Chris, this is Richard's Radio. We received communication from Brad at the courtyard a little while ago, but he is still flying around in the sky. He obviously couldn't hear our voices. Maybe his radio is broken."
Chris,Male,I see; understood. I'll keep it. We should somehow let Brad know we're here.
Rebecca,Female,"At the pharmaceutical room I found a little while ago, I think I will be able to make something..."
Rebecca,Female,"Anyway, Chris, I'm glad you're safe."
Rebecca,Female,Oh! I can't believe it! Are you okay?
Chris,Male,Yeah. So much for him. We got to the root of the problem. Saved again.
Rebecca,Female,I... just...
Chris,Male,"Really, thank you."
Rebecca,Female,"(hesitantly) You'd do the same for me, wouldn't you?"
Chris,Male,(nods) I guarantee it.
Rebecca,Female,"Well, I think I can make another potion. I'll go back to the pharmaceutical room I found a little while ago."
Rebecca,Female,"Anyway, Chris, I'm glad you're safe."
Rebecca,Female,"This room is fully equipped with medical supplies. I can treat you, except for your major injury. Would you like me to?"
Chris,Male,"Please do something for me, temporarily."
Rebecca,Female,Most of these medicines are from Umbrella.
Chris,Male,What's Umbrella?
Rebecca,Female,Don't you know? It's a large-scale pharmaceutical company based in Raccoon City.
Chris,Male,"Oh, I see."
Chris,Male,"I'm okay, but if something happens to me, (desperately) please take care of me."
Rebecca,Female,Most of these medicines are from Umbrella.
Chris,Male,What's Umbrella?
Rebecca,Female,"Don't you know? It's a large-scale pharmaceutical company, based in Raccoon City."
Chris,Male,"Oh, I see."
Rebecca,Female,"Chris, take care!"
Rebecca,Female,Are you alright? Want me to treat it?
Rebecca,Female,"Chris, be careful!"
Chris,Male,Wesker!
Wesker,Male,Chris... You're alive.
Chris,Male,My words exactly. Where's Jill? Aren't you with Jill?
Wesker,Male,I'm sorry. We were attacked by a strange monster. I lost track of her while we were scouting around. I hope she's okay...
Chris,Male,"I see. Well, it's not your fault. This place is crazy! If we stay here, all of us will end up dead! What should we do, Wesker?"
Wesker,Male,"We have to complete this mission. Whether we escape or stay and look for Jill, we don't have many bullets left, and we can't even protect ourselves. We're still in trouble. Chris, there are a lot of locked rooms in that house. Check them out one more time. There must be a place to hide safely. I'll look around the house a little more."
Chris,Male,Okay...
Wesker,Male,Let's get going.
Brad,Male,"This is Brad. I know you can't answer me, but somehow, give me a sign."
Chris,Male,"(into Radio) This is Chris! Brad, can you hear me? Damn!"
Chris,Male,What?
Chris,Male,"It must be a S.T.A.R.S. Radio! It's a little bit broken, but it might still be useable. I'll take it with me."
Chris,Male,"Wh, what are they? M, monsters? (pause) Rebecca! She's still in the house!"
Chris,Male,What are they?
Chris,Male,It's Rebecca! She must be upstairs!
Chris,Male,Rebecca!
Rebecca,Female,Chris!
Chris,Male,Thank God you're safe!
Rebecca,Female,I'm sorry that you were worried about me.
Chris,Male,"We are in great danger! We must organize a search for the others, and get the hell outta here! Understood?"
Rebecca,Female,"Yes, sir!"
Chris,Male,"Okay, I'll go first. Proceed with your own judgement. All right, can you do it?"
Rebecca,Female,"Yes, I can! (salutes)"
Chris,Male,Good luck!
Rebecca,Female,"Yes, sir! I'll do my best!"
Chris,Male,Rebecca!
Chris,Male,Rebecca!
Rebecca,Female,Chris!
Chris,Male,Thank God you're safe!
Rebecca,Female,I'm sorry that you were worried about me.
Chris,Male,"We are in great danger! We must organize a search for the others, and get the hell outta here! Understood?"
Rebecca,Female,"Yes, sir!"
Chris,Male,"Okay, I'll go first. Proceed with your own judgement. All right, can you do it?"
Rebecca,Female,"Yes, I can! (salutes)"
Chris,Male,Good luck!
Rebecca,Female,"Yes, sir! I'll do my best!"
Chris,Male,Rebecca!
Chris,Male,REBECCA!!!!
Chris,Male,Enrico!
Enrico,Male,"Don't come any closer, Chris."
Chris,Male,"Wait, what happened?"
Enrico,Male,Double-crosser!
Chris,Male,Don't!
Enrico,Male,Hell... Umbrella...
Chris,Male,Who is it? Is someone there?
Chris,Male,Double-crosser? What did he mean by that?
Jill,Female,Chris!
Chris,Male,Jill!
Jill,Female,"Chris, Wesker, he is..."
Chris,Male,I know.
Chris,Male,"Shoot, it doesn't open! Look, Jill; wait here, I'll save you."
Jill,Female,"Okay, I'll wait."
Rebecca,Female,Chris!
Chris,Male,"Rebecca, you're safe!"
Rebecca,Female,I saw you in the garden. I've caught up with you at last!
Chris,Male,"Well, I'm glad you're all right. Don't go out alone!"
Rebecca,Female,"(salutes) Yes, sir!"
Rebecca,Female,Chris!
Chris,Male,"Rebecca, you're safe!"
Rebecca,Female,I'm sorry.
Chris,Male,"Well, I'm glad you're all right. Don't go out alone!"
Rebecca,Female,"(salutes) Yes, sir!"
Wesker,Male,"Chris, as my subordinate, you have wonderful talent."
Chris,Male,"I would never work for a company like Umbrella... And Wesker, you were formally with Umbrella."
Wesker,Male,What do you mean?
Chris,Male,"Since when have you been an Umbrella agent, and a traitor to the S.T.A.R.S.?"
Wesker,Male,"Now you're wrong! I was formally with Umbrella, yes; but now I'm prepared to face anything, even getting rid of you vigilante S.T.A.R.S.!"
Chris,Male,"Now the worst possible situation has occured. The failure of the experiment created a virus; a biological weapon, polluting the entire lab!"
Wesker,Male,"No, the worst happened with the Tyrant Virus; I lost some of my S.T.A.R.S. team members because of it."
Chris,Male,You killed them with your own hands! Did you kill Enrico?
Rebecca,Female,Really?
Wesker,Male,Yeah. Like this...
Chris,Male,Rebecca!
Wesker,Male,"Don't move! If you do, I'll kill you. Chris, I have something to show you. Now, walk."
Wesker,Male,"Chris, as my subordinate, you have wonderful talent."
Chris,Male,"I would never work for a company like Umbrella... And Wesker, you were formally with Umbrella."
Wesker,Male,What do you mean?
Chris,Male,"Since when have you been an Umbrella agent, and a traitor to the S.T.A.R.S.?"
Wesker,Male,"Now you're wrong! I was formally with Umbrella, yes; but now I'm prepared to face anything, even getting rid of you vigilante S.T.A.R.S.!"
Chris,Male,"Now the worst possible situation has occured. The failure of the experiment created a virus; a biological weapon, polluting the entire lab!"
Wesker,Male,"No, the worst happened with the Tyrant Virus; I lost some of my S.T.A.R.S. team members because of it."
Chris,Male,You killed them with your own hands! Did you kill Enrico?
Wesker,Male,"Enrico? I'll destroy the S.T.A.R.S. myself, including you. The fact is, Umbrella does not know what to do with the Tyrant Virus. We have orders to blow up this laboratory, and it's not a bad idea. But I think we should save this important research... for future use."
Chris,Male,"You, you think you can disappear with such important material?"
Wesker,Male,"Would you like to see it? Come with me... Sorry for my lack of manners, but I'm not used to escorting men. Now, walk."
Chris,Male,Is this...?
Wesker,Male,"That's right; this is the ultimate lifeform, Tyrant!"
Chris,Male,Ho ho ho ha ha ha...
Wesker,Male,Chris?
Chris,Male,Hahahahahahahahahaha....
Wesker,Male,Stop it!
Chris,Male,"Wesker, you're pitiful. This is your savior? You say this failure is your savior?"
Wesker,Male,You can make sure yourself whether Tyrant is a failure or not.
Wesker,Male,Go to hell. Jill will join you too.
Wesker,Male,What? Don't come this way!
Wesker,Male,No!!!
Chris,Male,You can't kill me!
Chris,Male,Wow!
Rebecca,Female,"Hah, it seems like this bullet-proof jacket is pretty strong!"
Chris,Male,I see!
Rebecca,Female,How about Captain Wesker?
Chris,Male,"He's sleeping with the ultimate failure. Hurry up, I wanna get outta here!"
Rebecca,Female,"Excuse me, Chris..."
Chris,Male,"What, Rebecca?"
Rebecca,Female,I saw a research file in this lab. It said that a great deal of research on the Tyrant Virus exists right here! We should blow this place up!
Chris,Male,"We're already into it over our heads. Rebecca, can you do it?"
Rebecca,Female,Yes sir! I'll set off a triggering system for a bomb!
Chris,Male,Okay! Now we have a chance to escape! See you outside the house!
Voice,,The Triggering System has now been activated. All researchers stand by to take cover immediately. Unlock all routes for evacuation.
Chris,Male,Jill! Sorry for making you wait.
Jill,Female,Chris!
Jill,Female,I knew I could trust you.
Chris,Male,Let's go! There's no need to stay.
Chris,Male,Jill! Are you there?
Jill,Female,Chris?
Chris,Male,"Jill, you're all right!"
Jill,Female,"Ahh, yes. Wesker is here... he's--"
Chris,Male,"Oh, I know. Anyway, let's get outta here!"
Brad,Male,"This is Brad... I have a fuel shortage... Okay, this is the last try... If somebody's alive, please, send a sign... This... (fades out)"
Jill,Female,Let me take care of them!
Chris,Male,But--
Jill,Female,"Chris, get in contact with Brad right away!"
Chris,Male,Okay!
Voice,,There is three minutes until explosion.
Rebecca,Female,I made it! I set off the triggering system to the bomb!
Chris,Male,"Great! Rebecca, Brad's up in the helicopter!"
Chris,Male,Look at those monsters!
Rebecca,Female,"Chris, if Brad is in the helicopter, get in contact with him by any means!"
Chris,Male,But--
Rebecca,Female,I'll hold back the monsters!
Chris,Male,"Okay, I trust you."
Rebecca,Female,Trust me!
Voice,,There is three minutes until explosion.
Rebecca,Female,I made it! I set off the triggering system to the bomb!
Chris,Male,"Great! Rebecca, Brad's up in the helicopter!"
Rebecca,Female,Look at those monsters!!!
Jill,Female,Let me take care of them!
Chris,Male,But--
Jill,Female,"Chris, get in contact with Brad right away!"
Chris,Male,Okay!
Brad,Male,Chris! Use it! Destroy the monsters with it!
Chris,Male,"Are you tired, Rebecca?"
Rebecca,Female,"Sorry, Chris... I am."
Chris,Male,You did a really good job. This case was just too weird...
Chris,Male,This case was... (shakes his head slowly)
