Character,Gender,Line
Moreau,Male,W-Wait! Don't go! Dirty little sneak thief. I-I won't let you have it.
Ethan,Male,How do I get out of here?
Ethan,Male,What was that?
Ethan,Male,"What the hell? A research post, or something…? What the fuck are they doing here?"
Ethan,Male,Get off of me!
Soldier,,Stay the fuck down!
Chris,Male,"Ethan. I gotta say, I'm surprised you made it this far. It'd be a shame if something happened to you now."
Ethan,Male,"Sure, Chris. Why not? You killed Mia! Now do me and finish the job!"
Chris,Male,What kind of readings? What's moving?
Ethan,Male,Hey. Hey! Did you say Miranda? How are you involved?
Chris,Male,"Leave it alone, Ethan. You are out of your depth. What about the sample analysis?"
Chris,Male,"You stay out of our business, Ethan."
Ethan,Male,What business? I don’t—
Chris,Male,Watch out!
Ethan,Male,Shit! Stay back!
Moreau,Male,You… The exit's underwater… you're done!
Ethan,Male,I don't have time for this.
Moreau,Male,It's too late… Miranda is already preparing the ceremony!
Ethan,Male,Miranda sent you to slow me down? You're pathetic.
Moreau,Male,Don't be cruel! It's not fair! I should be with her! Not you!
Ethan,Male,What are you talking about?
Ethan,Male,What the fuck is wrong with you?
Moreau,Male,"I can't hold it in anymore! Oh God. Oh, Mother why? Why!?"
Ethan,Male,What am I supposed to do? He said the exit's underwater. If I can drain the water…
Ethan,Male,"Shit, there's no power."
Ethan,Male,"Ugh, seriously…?"
Ethan,Male,I'm not looking to be fish food.
Moreau The Giant Toad,,Up and down!
Ethan,Male,Damn.
Ethan,Male,It stinks.
Moreau The Giant Toad,,"I'm the best! Watch me, Mama! I'll do better next time, Momma…"
Ethan,Male,Caught myself a big one.
Ethan,Male,I need to get out of here!
Ethan,Male,OK!
Ethan,Male,Got it!
Duke,Male,"Ah, yes, yes… As always, a trustworthy, fair exchange."
Duke,Male,"Finished! I'd love for you to enjoy, as well. I wouldn't mind having that again. I've gotten some new stock! I saw you eyeing that one! Have a wonderful adventure!"
Moreau The Giant Toad,,My precious water! No!
Moreau The Giant Toad,,"I'll make you proud, Mother. Watch me!"
Ethan,Male,I guess I gotta do this.
Moreau The Giant Toad,,"Get out of my way! Take, take this! Stop! You bastard! Why do you hate me? You're the reason Mother doesn't love me. I've, I've been saving this one. Oh, why? Stop picking on me! Don't look at me that way! Please Mother Miranda, I'm trying. I'm not stupid! D-Don't run. Ugh…this… isn't fair… Listen to me! Nooooo!"
Ethan,Male,Can't get caught in that.
Moreau The Giant Toad,,Stop! Ha ha! I don't want to die. Oh it hurts so much. Don't look at me that way!
Moreau The Giant Toad,,Damn you! H-Help me! Mother! Maaaaaaaaaaaa—!
Ethan,Male,In death as he was in life. Disgusting. The exit's up ahead…
Heisenberg,Male,You're better off than I thought.
Ethan,Male,Who's that?
Heisenberg,Male,"Oh come on, we just met a while back! Not that it has a matters…"
Ethan,Male,"You're the last asshole in my way, aren't you?"
Heisenberg,Male,"You've got fight, I'll give you that, Ethan. But what's the plan when you have all four flasks?"
Ethan,Male,What're you trying to get at?
Heisenberg,Male,I could lend you a hand.
Ethan,Male,Trying to get on my good side?
Heisenberg,Male,"Don't get cocky. I'd kill you if you weren't worth the trouble… There's a stronghold not too far outside the village. Go there and get my flask. Do that, and you pass. First, head back to the graveyard."
Ethan,Male,Self-centered prick.
Duke,Male,"Ah…my apologies. Please do take a look at my new stock. This is Lord Moreau's? I suppose it's what they call the beauty of the grotesque? These hands are more dexterous than one might think. Hmm? What? Ah, it's fine. All finished. Securing goods is more important than anything. Anything, my friend. I can hardly wait for the next ingredients! Ah, yes, yes… I saw you eyeing that one! To hunger… is to be alive. Thank you for your patronage!"
Ethan,Male,How do I get this door open?
Ethan,Male,This must be their den.
Ethan,Male,"OK, big guy!"
Ethan,Male,That's not good.
Ethan,Male,Eat shit.
Ethan,Male,W-What?
Heisenberg,Male,"You're the real deal, Ethan. Well done."
Ethan,Male,"Quit hiding, asshole. I'm not letting you get out of this."
Heisenberg,Male,"Cool your jets. Just a little bit more and you're all wrapped up. I'll lend you a hand, so in exchange…"
Ethan,Male,In exchange what?
Heisenberg,Male,"First of all, come to me. Put all the flasks in the Altar, and I'm sure you'll figure the rest out. See you, Ethan."
Ethan,Male,Goddammit.
Heisenberg,Male,"Don't worry about the kid, Ethan. It’ll be fine. Just get your ass across the bridge!"
Heisenberg,Male,"Ah, Ethan Winters. Welcome. I didn't think you'd make it past Donna or Moreau, but I suppose you survived worse back in America, hm?"
Heisenberg,Male,"I like you. I'd like to speak to you about Rose and Miranda. Oh come on in. Don't worry, it's not a trap."
Ethan,Male,What’re you planning?
Ethan,Male,What the hell..?
Ethan,Male,Mia!?
Heisenberg,Male,"Truth hurts, don't it?"
Heisenberg,Male,"Let me guess. You're thinking take me out like the others, and then you get to go and save Rose, right?"
Ethan,Male,I'm healing my daughter.
Heisenberg,Male,Look. y-you've got this all wrong—
Heisenberg,Male,"Dammit, I'm talking here! Shut your fucking hole! Sorry about that."
Heisenberg,Male,Take a seat.
Heisenberg,Male,"Listen, Ethan. You're being played."
Ethan,Male,What are you talking about? You think this is a game?
Heisenberg,Male,"I said sit! Lady super-sized bitch… Ugly-ass psycho doll… ...and that moronic freak. Don't you get it? It's a test, to see if you're strong enough… ...to be part of Miranda's family."
Ethan,Male,I don't WANT to be part of Miranda's family—
Heisenberg,Male,"Neither did I! But here we are. And I'm next in line, right? Kill me, move up the chain! Well, fuck that!"
Ethan,Male,I don't give a damn about your personal issues! I just want to fix my daughter!
Heisenberg,Male,So do I! Do you have any idea how powerful that kid is? Even Miranda's scared of her—
Heisenberg,Male,"Last time, you freak, I swear to god… You and me, Ethan. Together we go save Rose, and then we can use her to grind Miranda into paste."
Ethan,Male,My daughter is not a weapon! Fuck you!
Heisenberg,Male,Last chance. You don't want to find out what's in that hole.
Ethan,Male,I'll take my chances.
Heisenberg,Male,Your funeral.
Ethan,Male,Dammit! Shit!
Ethan,Male,A dead end! Dammit!
Ethan,Male,What was that thing? This place is messed up. I've gotta get upstairs.
Duke,Male,"Welcome, welcome! You're sure to find something new. Shall I choose something for you? Hoho - you've brought in something special. You'll be slaughtering things in droves! Till next we meet."
Ethan,Male,Did he do this too? Can’t surprise me anymore.
Ethan,Male,Could use this.
Heisenberg,Male,"Oh Ethan, such a disappointment."
Heisenberg,Male,"I thought we could join forces against that bitch Miranda. Truly, truly disappointing. She took me. Took us. To be her children. She locked us away in the village. Decades of being forced to serve her. Can you even understand that humiliation? I'm not like my siblings. I want nothing more than to be free of that bitch. So I need power. I need enough power to destroy her. These are the fruits of my power. The strong will destroy the weak. That's the way of the world! You should have never refused me, Ethan."
Ethan,Male,What a freak.
Heisenberg,Male,"Medical log, revitalization surgery. This is my… 18th attempt. Subject is Oskar the stable boy, 20 years old. He fell down the well while drunk. Body's in good condition. Chest incision complete. Now to remove the heart and vital organs, and implant the control device. Excellent. Cadou has begun adhering to the nervous system, It's progressing even faster than before. It seems upping the ratio, of meta-albumin in the artificial blood was the right choice. Now to pass a current through the brain stem using 6600V. Come on… it has to work this time. Yes… Yes! Hahaha! Wonderful! My creation! At last! I'll get that bitch yet! Hahaha! …Ending recording."
Ethan,Male,You again!?
Duke,Male,"I've expanded my services. Please, come take a look. You wish to make a purchase? I'm buying this because of our relationship, you know. Food is life. Good day, then! Got a long way to go."
Heisenberg,Male,"Miranda thinks we're nothing but children. Oh she doesn't care for us, no. She's long lost all her humanity. I must destroy her…"
Ethan,Male,I don't give a shit about your family drama.
Ethan,Male,Another one?
Ethan,Male,"Shit, that was close."
Heisenberg,Male,"Soon, she'll start her ceremony with your Rose. If that happens, it's all over. For your kid, and for the whole village. But don't worry, I'll stop it. I'll use Rose to kill Miranda. Haha, poor papa. You're the only one who doesn't see your kid's power."
Ethan,Male,"Take Rose? Heh, I'd like to see you try."
Heisenberg,Male,"You really are a tough one. But I'm tired of chit-chat. Time to die! You can hear it, can't you? Someone's waiting for you."
Ethan,Male,I don't have time for this bullshit. Out of my way!
Ethan,Male,Now stay down.
Ethan,Male,What the-?
Heisenberg,Male,"Not bad, not bad, Winters. You're persistent, but I've got a rebellion to lead… …So stay out of my way."
Monster Heisenberg,,Don't. Come. Back!
Ethan,Male,"That bastard. Damnit, again?"
Chris,Male,Gimme that.
Chris,Male,"I told you to leave it alone, Ethan. You are in the way."
Ethan,Male,"What do you care, Chris? You killed my wife, you son of a bitch!"
Chris,Male,You think I’d kill Mia? That wasn't her! It was Miranda.
Ethan,Male,…What?
Chris,Male,"She's a bioweapon. She changed her appearance and pretended to be Mia. It seems she also survived being shot, so now I'm here to finish the job."
Ethan,Male,Bullshit! Why didn't you fucking tell me right away!?
Chris,Male,Because I knew you would want to be involved! And this job is hard enough without civilians getting in the way.
Ethan,Male,"Why us, Chris? What the hell is going on?"
Chris,Male,"All right, Ethan. All right. I guess I owe you an explanation. Hand me that wrench. Long story short, Miranda's fucking insane. And this village, all these monsters and freaks… this is her life's work. Some sort of crazy experiment with the mold."
Ethan,Male,"The mold. Like Louisiana. Goddammit. All this time, I thought I could save my family… I can't escape from here… I can't do anything!"
Chris,Male,That might not be true. Take a look at this. My men sent those pictures a few minutes ago.
Ethan,Male,Miranda.
Chris,Male,Keep looking.
Ethan,Male,"Rose. Holy shit, we've gotta go!"
Chris,Male,Relax! My men are monitoring the situation.
Ethan,Male,But they have my daughter!
Chris,Male,"You don't get it, Ethan. You don't stand a chance against Miranda by yourself."
Chris,Male,"I will stay down here and finish planting explosives. You take that elevator, and I'll meet you topside. I promise you, we will get your daughter back. Together."
Ethan,Male,Damn straight we will. And when I find Miranda… she's a dead woman.
Chris,Male,"All right, Ethan. Then you take this—and do me a favor… Try to stay under the radar."
Ethan,Male,Can't turn back now.
Ethan,Male,"Metal/polymer composite, huh? Time to fight fire with fire!"
Ethan,Male,I'm coming Rose!
Monster Heisenberg,,You're like a goddamn cockroach! You think you can take me on?
Monster Heisenberg,,"Fine, this will be my warm-up before I kill that bitch. Let's settle this, mano a mano. Your corpse will be another addition to my army! This is the best! That one hurt! I promise! Haha! So this is the power of fatherly love, huh? Like that cannon huh? Impressed. Cower in the face of my steel glory! Guess I do have to thank that bitch Miranda for this. I'll kill her with the power she gave me. That's what I call being a good son, haha! Do you know how I felt spending years under the bitch's thumb? The villagers are nothing but a bunch of worthless peons! I’m goddamn freedom fighter! I'll use your cute little daughter to become more powerful than ever! The clock is ticking Ethan! Play time's over! Quit acting so full of yourself! I’m tired of your shit!"
Monster Heisenberg,,"No, no! My metal army! I'm going to murder that boulder-punching asshole, but you're first. Now die like the world's watching you! Too bad I'm your only fan! Here we go Ethan, the final stretch! Well what do you think? It's hopeless, right? Just give up. Flesh and blood will never win against me! This isn't David and Goliath. It's Ethan and a bloody demise, haha! Come on!"
Monster Heisenberg,,"So long, Ethan Winters! You really should have taken my deal. You'll meet Rose in the afterlife! Rose's power is mine! Right after I murder Miranda! Your funeral!"
Monster Heisenberg,,"No, no! This can't be the end for me! I… must… kill her!"
Chris,Male,Ethan!? I heard explosions. What the hell happened?
Ethan,Male,I dealt with Heisenberg. Now I'm going to find Miranda and get Rose back.
Chris,Male,"Not without me. It's too dangerous. Wait there, you hear me? Ethan?"
Ethan,Male,Rose?
Chris,Male,"Ethan? Ethan, respond!"
Ethan,Male,Mia… but!?
Mia,Female,"Our child… she's so important, isn't she?"
Ethan,Male,She's everything to me.
Mia,Female,"And mine to me. With Heisenberg gone, you've lost your lead. What are you going to do?"
Ethan,Male,"I don't know, but I'm saving Rose."
Ethan,Male,Who are you? Where's Rose!?
Ethan,Male,Miranda!
Miranda,Female,"Enough. Remember Eveline and her power over the mold? Rose is her successor. No… Rose is Eveline's true, complete form.She will grow to fully control the masses. And I must have her."
Ethan,Male,"Fuck you, you crazy bitch!"
Miranda,Female,"Calm yourself. Rose will be saved. The Megamycete catalogs all of us. However, she will be reborn as my daughter."
Ethan,Male,She's my child! Not yours! Where are you? Show yourself!
Miranda,Female,Why did Rose come to be? Was it because of her parents? And you are truly a special case. But I've learned all I can from you. Your worth as a lab rat has run out.
Ethan,Male,"Miranda, you coward! Come out and face me!"
Miranda,Female,"Don't worry, Ethan. Your death will come quick. You will join the Megamycete's records."
Miranda,Female,"I will make sure to sample your blood for later. Once dawn breaks the ceremony will be complete, and I will become her true mother. Bound for eternity in blood."
Miranda,Female,"I've waited so long. But dreams really can come true. Vessel or not, I can't wait to see my true child again."
Soldier,,"Captain, I've confirmed the death of Ethan Winters. I wasn't able to retrieve the body, but I've recorded evidence."
Chris,Male,Share your screen and I'll go over the situation. My team and I were careless. Yesterday we took down the transformed Miranda But we didn't kill her.
Soldier,,Who knew she could take being a corpse?
Chris,Male,"Since Miranda could've infected Ethan, I forcefully took him and Rose with us. But the vehicle they were riding in was attacked. When I got to the wreck, Ethan and Rose were gone. The last time I was able to contact Ethan… I heard Miranda's voice. She murdered him. And she is not gonna get away with it. Goddammit, when does it end?"
Soldier,,"What's that, sir? The mission?"
Chris,Male,"All of it. Three years, trying to put this thing in the ground. Three years too long."
Soldier,,"We'll get her, Captain. The squad's ready for you."
Chris,Male,So BSAA got here already. They didn't waste any time.
Soldier,,Mission adjustment?
Chris,Male,"No. It doesn't change anything. Terminate Miranda, and rescue Rose. That's the mission, and failure is not an option."
Chris,Male,Let's move out!
Soldier,,Roger!
Chris,Male,"Canine, I want to know what the hell BSAA is doing here. Find out what you can."
Canine,,Roger that. I'm on it.
Soldier,,"Been a while since we fought together, Captain. When was it last, the desert?"
Woman Soldier,Female,Doin' nothin' but recon's gotten me outta shape.
Chris,Male,"But thanks to your recon, we know Miranda's plan."
Soldier,,"Couldn't quite believe it when I heard, she'd turned herself into Mia, though."
Chris,Male,BSAA…they've gone too far.
Chris,Male,Christ.
Chris,Male,First we're going to have to take that thing out.
Chris,Male,Everyone watch for hostile bioweapons.
Soldier,,Roger.
Chris,Male,Made contact with a group of hostile bioweapons.
Chris,Male,Roger that.
Chris,Male,Don't get cocky.
Chris,Male,"That's probably where Miranda is. Let's go. Large, mutated bioweapon sighted."
Woman Soldier,Female,"They had eyes on Miranda, too. Probably felt they needed to intervene."
Soldier,,Hey Boss. It’s me. I'm at the location preparing for support fire. Might be a minute.
Chris,Male,Roger.
Woman Soldier,Female,"Tundra here. Leaving some supplies in one of the houses, Captain, Help yourself."
Chris,Male,"Umber Eyes, I need some backup."
Umber Eyes,Male,I see you. Two hundred to the point.
Soldier,,I've never heard of a mutamycete colony growing so huge.
Umber Eyes,Male,"Hey I got eyes on you, Boss. Keep going."
Chris,Male,"I've reached the target location. Damn this is big. All right Lobo, marking the target!"
Lobo,Male,"Roger that, Boss."
Lobo,Male,"Bingo, alright! Reloading now, just a minute. There's a swarm headed that way."
Lobo,Male,"OK, Captain. I'm reloaded. Read when you are. Mold is rapidly expanding. There must be something stimulating it."
Lobo,Male,"Another hit! Hah, looks like it's about to collapse. Hold your horses. I'm reloading. It's them. Watch your perimeter, Chris."
Umber Eyes,Male,"BSAA guys are engaging the bioweapons. You're right, Captain, they must be after the Megamycete too."
Lobo,Male,How many are there? Everyone OK?
Umber Eyes,Male,They're coming from the mold. There's no end to them…
Tundra,Female,…Gimme a break!
Lobo,Male,Is the target locator working?
Canine,,"Dammit, these things are using weapons!"
Umber Eyes,Male,"Heh, sure they're thinking the same about you. Bioweapon numbers are increasing. We need to finish them off quick. Five more from the mountains. East side."
Tundra,Female,I'm nearby. I'll handle 'em.
Lobo,Male,"Boom! Haha, take that!"
Chris,Male,"Good, The Megamycete must be below. I found a way down. I'm going in. The rest of you stay back."
Lobo,Male,"Captain, I've compared the mold at the village with a sample from the Bakers' and… there's no sign of the genome editing we saw in the E-series. The stuff originated here…"
Chris,Male,"Guarding the Megamycete, huh?"
Chris,Male,"Dammit, I'm getting nowhere. Lobo, I got a tough guy here! I'm gonna need backup!"
Lobo,Male,"Boss, you're underground!"
Chris,Male,There's an opening in the roof. Use it!
Lobo,Male,"OK, I'm moving out. Hold on 'til I get there!"
Lobo,Male,"I'm overhead, Boss."
Chris,Male,Good! I'll signal with the locator!
Lobo,Male,Give a guy a break…
Chris,Male,Nice! Thought so!
Lobo,Male,"Reloading now, just a minute. OK, Captain. I'm reloaded. Ready when you are. Hold your horses, I'm reloading. I'm reloaded. Where should I point next?"
Chris,Male,Hostile bioweapon eliminated.
Chris,Male,"I'll keep going. The rest of you, stay above ground."
Canine,,"So if Miranda was the fake Mia, where's the real one?"
Lobo,Male,"I doubt she saw any further use for her. I don't get any of this. How did Miranda even know Rose exists? A moldy, dittle bird told her, maybe?"
Chris,Male,We can figure that out later. Focus on the plan.
Chris,Male,I found it. It's the Megamycete. Alpha to squad. I've located the Megamycete.
Canine,,So now we can end this mess after all…
Chris,Male,And about damn time.
Chris,Male,N2 explosive's armed. There's enough there to blow the whole village sky-high
Umber Eyes,Male,Let's get out of here and blow the damn place.
Chris,Male,Not before I end Miranda. I'm not taking any more chances. I'm going in.
Umber Eyes,Male,"Roger that, standing by. Captain, I have eyes on Miranda at the ceremony site."
Chris,Male,Keep your distance. Do not move until I give the order.
Umber Eyes,Male,I know it's too late now but we really should have told Ethan the plan.
Chris,Male,There wasn't time and we didn't expect Miranda to act so soon.
Umber Eyes,Male,"Even so, you should have told him."
Chris,Male,Yeah.
Chris,Male,This must be Miranda's lab.
Chris,Male,So they're using this to control the bioweapons.
Chris,Male,Spencer… here? No way…
Chris,Male,"Show me your hands! Umber Eyes, this is Alpha. Where is Miranda right now?"
Umber Eyes,Male,"Still at the ceremony site. Whatever she's doing, she's staying put."
Chris,Male,"Goddamn. It really is you. I'm glad you're safe, Mia. Why are you here?"
Mia,Female,I was caught…and used in experiments…
Umber Eyes,Male,"Wait, did you say Mia? Mia Winters?"
Chris,Male,In the flesh. What's the situation up there?
Umber Eyes,Male,Kind of a war going on. Nothing we can't handle.
Chris,Male,Don't get distracted. Stick to the mission. I'm headed to the ceremony site.
Mia,Female,"Wait! You can't leave me here! You promised, dammit! You said you'd keep us safe! We did everything you asked. We moved over here, everything! And I didn't care, so long as we were together. So you tell me, where is my husband? Where is my daughter!?"
Chris,Male,Ethan is… He's gone. I couldn't save him. But I can save Rose.
Chris,Male,"Come on, it's not safe here after all."
Mia,Female,"What do you mean, he's gone?"
Chris,Male,"He's dead. I'm sorry, Mia, but we have to leave. We have to destroy this village."
Mia,Female,"No! You're wrong… I tried to keep this a secret, but… You don't understand how special he is."
Ethan,Male,What's going on…?
Ethan,Male,Is someone… there? It's…cold… H-H-How d-did I get here? God… it's freezing… Shit… my body…
Zoe,Female,You're so dumb.
Ethan,Male,Eveline? How are you here!?
Eveline,Female,You're dead.
Ethan,Male,"Dead? I mean, Miranda, she—No, I still have to save Rose."
Eveline,Female,"Wrong. It wasn't Miranda, you were always dead."
Ethan,Male,What are you saying? I can still…
Eveline,Female,See? Miranda didn't kill you. You mean you didn't think it was weird. No matter how much you got hurt? Remember?
Eveline,Female,"Three years ago, the Baker house. You were murdered by Jack. You died there, three years ago."
Ethan,Male,Th-That's impossible… No way…
Eveline,Female,You shouldn't even be able to walk around.
Ethan,Male,Quit messing with my head!
Eveline,Female,ou. Shouldn't. Be. Walking.
Ethan,Male,Screw you! Then what am I? I…I did all that…
Ethan,Male,Rose… Mia… I…
Eveline,Female,Now do you get it? Your whole body is nothing but mold! You can't ever see your family again.
Ethan,Male,Family? F-Family? No! Rose! I have to… save… my daughter!
Eveline,Female,You're already dead… dead!
Ethan,Male,I… will… save… Rose!
Duke,Male,"At last, he awakes!"
Ethan,Male,Where am I?
Duke,Male,"My carriage, Ethan. You were having a nightmare."
Ethan,Male,Duke?
Duke,Male,"Your battle with Heisenberg was a sight to see, but to think Miranda would show herself…"
Ethan,Male,How long have I been out?
Duke,Male,Not long 'till dawn.
Ethan,Male,"Duke, I need a favor. Take me to Miranda."
Duke,Male,I assumed as much and am already on the way. We should arrive shortly.
Ethan,Male,Thank you.
Duke,Male,"But, Ethan, are you sure of this? Your body is, well, falling apart."
Ethan,Male,Yes.
Duke,Male,Foolish of me to ask.
Ethan,Male,"Speaking of foolish questions, who-what are you?"
Duke,Male,Even I can't quite answer that! We're here.
Ethan,Male,I owe you one.
Duke,Male,"Mister Winters, I'm afraid you can't return to your old world any longer… Are you ready?"
Ethan,Male,Yeah. I have to be.
Ethan,Male,Ugh… I gotta go!
Duke,Male,"Duke's Emporium has everything you need for your decisive battle. Oho, the assemblage of life and machine! I can feel Lord Heisenberg's essence through it. Amat victoria curam. Please, be well."
Ethan,Male,Thanks.
Ethan,Male,I gotta keep… going…
Miranda,Female,"Ah, little Eva! My beautiful daughter! Come to me."
Miranda,Female,"Eva, is that you? Oh how I've missed you. —What?"
Miranda,Female,My power is leaving me!
Ethan,Male,Rose! Miranda!
Miranda,Female,"Interesting, your body certainly isn't normal."
Ethan,Male,Give Rose to me! Now!
Miranda,Female,"You will see. Once I kill you properly, every—"
Chris,Male,Get her! Now!
Ethan,Male,Let go!
Miranda,Female,I've spent a lifetime creating this moment… …and you try to take it away from me? I will take what is due. My desires will be fulfilled!
Ethan,Male,No!
Miranda,Female,Rose is mine!
Ethan,Male,What the fuck!?
Miranda,Female,"You've fulfilled your purpose, Mr. Winters. You disposed of my false children and awakened the glorious Megamycete. Now, please do not worry for little Rose. I assure you I'll provide her with true happiness. So now you can die peacefully… and permanently."
Ethan,Male,I’m not letting you get away…
Miranda,Female,"You understand the love of a parent to her child, don't you? How can you deny me?"
Ethan,Male,"Why the hell can't you realize Rose is my goddamn kid, not yours?"
Miranda,Female,Your time is up! Now die! I shall put you to rest! The Megamycete saved me from the pits of despair! It granted me this splendid power!
Ethan,Male,"Yeah, right. All it's done is drive you nuts."
Miranda,Female,"After all, everyone dies eventually. O great Megamycete, hear my prayer! None shall interfere in my grand designs! If I combine Rose with the Megamycete, my daughter will be made manifest at last! I've waited a century! A century! All for this day! For my daughter! Die… Why do you interfere? Surely you have no need of Rose now, so close to death?"
Ethan,Male,"She's my goddamn daughter, you psycho!"
Miranda,Female,"Here I come! Such vitality… how disgusting. Will this kill you? Die! This is the end. Cease this foolishness! The villagers, these four new children… They could do nothing to assuage my years of loneliness!"
Ethan,Male,"Ever think the problem might be you, Miranda? You're not capable of real love!"
Miranda,Female,"This is how you end, Ethan Winters! To ensure I never see your face again, I will feed you to the Megamycete. Every single cell of your being."
Miranda,Female,My daughter… My Eva!
Ethan,Male,"Rose! Shhh-Shhh. It-it's all right, Rose. It's all right."
Chris,Male,"Ethan! Ethan! Come on, Ethan. Come on, Ethan, wake up!"
Chris,Male,Oh no.
Ethan,Male,Chris…
Chris,Male,"Ethan, you did it! It's finished."
Ethan,Male,I think we finished each other…
Chris,Male,"Ethan, we've gotta move."
Chris,Male,"Keep moving, Ethan! There's a bomb in that thing that'll blow this whole village sky-high! Look at me! When I hit this trigger, we can't be anywhere near it! Dammit, Mia's waiting for you! She's alive, you hear me? Alive!"
Ethan,Male,Mia…? I'm so sorry… I love you… Keep Rose safe.
Chris,Male,"Hey, hey! Hey… You tell her yourself. Now come on, it's not that much further!"
Ethan,Male,Watch over her. Teach her to be strong…
Chris,Male,Goddammit.
Ethan,Male,"Goodbye, Rosemary."
Chris,Male,Ethan…
Mia,Female,Rose!
Chris,Male,"Go. Go! Take us up, now!"
Mia,Female,Wait! Where's Ethan!?
Chris,Male,Get moving. We have to get clear.
Mia,Female,No. We can't go! Not without my husband!
Chris,Male,"Mia, sit down and strap in."
Mia,Female,Not before you tell me where Ethan is. I know he wouldn't abandon us! Tell me what's going on! Where—
Mia,Female,What was that?
Chris,Male,I told you to sit down.
Mia,Female,No… Where is he? Chris? What have you done—?
Chris,Male,He’s gone! I tried! He stayed so we could all escape. I'm sorry…
Pilot,,"Captain, you need to see this. BSAA didn't send soldiers… This is a bioweapon."
Chris,Male,What the hell were they thinking?
Pilot,,"Orders, Captain?"
Chris,Male,Pick up the rest of the squad. Plot a course for BSAA Europe HQ. Someone's gotta pay.
Mia,Female,"Gifts we gave, but more you took, she snarled. So more, in turn, is due. In a blink the girl was trapped inside a mirror. Her parents, though, had searched all day and, at last, arrived. With rampant rage, Father fought the Witch while Mother's loving touch shattered the dark enchantment. But the Witch was strong and Father yelled, Save our daughter! So Mother bore their child to safety as the forest was consumed. Even now, the burnt forest is a grim reminder of Father's sacrifice. To this day, any child who stares too long into the charred wasteland will be haunted by nightmares of getting lost while picking berries."
Mom,Female,Do you think the boy will be able to touch the moon?
Daughter,Female,Nobody can touch the moon. It's too far away.
Mom,Female,"Wait, what if he has a rocket ship?"
Daughter,Female,"OK, then you could touch it. But it would be very, very cold."
Mom,Female,You were being silly. I don't think the moon feels like a killer whale.
Daughter,Female,"I think it does, but—"
Zoe,Female,Hey Dad. Happy birthday.
Zoe,Female,Sorry I missed last week. I have a lot of tests coming up. You know how it is.
Zoe,Female,Talk of the goddamn devil. Duty calls. I love you.
Man In Black,Male,"Yeah, I found her… Where else? Today of all days. We have a situation. You're needed… Eveline."
Zoe,Female,Don't you ever call me that again.
Man In Black,Male,"Whoa, whoa. It's just a joke, Rose."
Zoe,Female,I can show you things even Chris doesn't know I can do.
Man,Male,We have a clear shot.
Man In Black,Male,Stand down. I can handle it. She's just a kid.
Rose,Female,"Way to keep it together, Rose."
Man In Black,Male,"You're a lot like him, you know?"
Rose,Female,I know.
