Character,Gender,Line
Computer,,HAOS Release Simulation ”Infection Rate 20%... 60%... Infection Rate 100%
Jake,Male,What the hell is this?
Piers,Male,The end of the world.
Chris,Male,Unless we stop it.
Sherry,Female,So if that giant cocoon hatches...
Chris,Male,...We’re in trouble.
Piers,Male,Just a bit. We gotta get outta here and warn HQ!
Chris,Male,This way!
Sherry,Female,Gimme a hand!
Jake,Male,"Just so we’re clear, you and I are not done talking yet. You’ve got a lot of explaining to do."
Chris,Male,"We make it outta here alive, and I’ll tell you whatever you want. I just hope you’re ready to hear it."
Jake,Male,"Save the bullshit. I’m not the same man my father was. But if it ever comes down to you and me, it’ll be me, got it?"
Chris,Male,Loud and clear.
Piers,Male,"(to Sherry) Your friend’s a little unpredictable, isn’t he? Must make it hard to rely on him. Not that the Captain’s been a walk in the park lately."
Sherry,Female,"No one’s perfect, but I trust him. Anyway, all we can do right now is focus on getting out of here."
Piers,Male,Good point.
Chris,Male,Look out!
Sherry,Female,Chris!
Chris,Male,Get moving! We got it from here.
Jake,Male,Let’s go.
Sherry,Female,Wait!
Jake,Male,You’ve got a job to finish.
Sherry,Female,There is no way they can take that thing!
Jake,Male,We are not going back.
Sherry,Female,But they’re gonna get killed!
Jake,Male,"Then that’s their choice! It’s a sacrifice they’re willing to make, and we can’t stop them."
Sherry,Female,Jake…
Jake,Male,You know what? I’m not my father. And I’m gonna make damn sure that it stays that way. We’re getting outta here... ...and you’re gonna save the world.
Sherry,Female,You’re right. Let’s go.
Jake,Male,"I’m through with this, where’s the exit?"
Sherry,Female,We’ve gotta be close.
Jake,Male,"Well, look who’s back."
Jake,Male,"Enough of this cat and mouse bullshit. Come get some, you ugly son of a bitch!"
Jake,Male,"Sherry, we gotta take this fight somewhere else!"
Sherry,Female,"Let’s do it! (sees Ustanak) Oh, crap!"
Jake,Male,"Just keeps on uppin’ his game! Nice hit, Sherry!"
Jake,Male,"Yeah, this is much better! Yeah, make more lava holes, you freakin’ idiot!"
Sherry,Female,He doesn’t care. He’ll do whatever it takes to kill us! Jake! Go for it! Now!
Jake,Male,This is more like it! Let’s settle this mano a mano!
Jake,Male,Is that all you got?
Sherry,Female,I’ll cover you!
Jake,Male,Thanks! (to Ustanak) Gotta be quicker than that! Ha-ha! Missed me! Gotta say… I was expecting more! Gotta be quicker than that!
Jake,Male,Good riddance.
Jake,Male,Let’s get outta here!
Sherry,Female,We finally killed him.
Jake,Male,...Piece of cake. We’re in some kind of warehouse. There’s gotta be a way to move shit in and out!
Sherry,Female,Right.
Sherry,Female,"(barely hanging on) Whoa, this is fast!"
Jake,Male,"Yeah, and there’s no goddamn steering."
Jake,Male,Christ almighty! What does it take to lose this guy!?
Sherry,Female,Come on! We have to move further up.
Jake,Male,"Jesus, take the hint!"
Sherry,Female,"Jake, keep going!"
Jake,Male,Hey! Check out the cargo! You thinking what I’m thinking?
Sherry,Female,I am now! Come on!
Jake,Male,"Take that, asshole!"
Sherry,Female,Enough already! You’re not getting him!
Jake,Male,"One more for you, you sack of shit!"
Jake,Male,"Ah, fuck."
Sherry,Female,Jake! Look! A gun!
Jake,Male,"Well, what are we waiting for?"
Jake,Male,This shit ends now!
Jake,Male,"You saved me... You know that, don’t you? Thank you."
Sherry,Female,"(offscreen) Jake Wesker’s blood sample was handed over to the UN’s leading researchers, along with 6 months worth of test results retrieved from Neo-Umbrella’s archives. With the data now in the right hands, things seem to be finally settling down. Following Jake’s rescue, BSAA officials classified his relationship to Albert Wesker as top secret, recognizing the threat it could pose to global security."
Jake,Male,“I lowered my asking price… to 50 dollars.”
Chris,Male,Another round!
Piers,Male,Hard to find a good steak around here. Not like back home.
Chris,Male,Fill her up!
Bartender,,You’ve had enough.
Chris,Male,"Listen, sweetheart. You’re here to pour drinks and look pretty, so how about you shut your mouth?"
Bartender,,How about you get the hell out of my bar?
Chris,Male,Nowhere to go.
Bouncer,,I said the she asked you to leave!
Piers,Male,Never thought I’d find Chris Redfield wasting away in a shithole like this.
Chris,Male,Who the hell are you?
Piers,Male,Piers... Piers Nivans.
Chris,Male,Never heard o ‘ya.
Piers,Male,How ‘bout this? You heard of this?
Chris,Male,What is that?
Piers,Male,"You really don’t remember anything, do you? Bioterrorism."
Chris,Male,Bio...
Piers,Male,"You can’t hide from your past, Chris, no matter where you go or what you do."
Chris,Male,Who are you? What is this?
Piers,Male,OK… You don’t remember me? Well how about them?
Piers,Male,"Look! I said look! Those were your men! Men who died under your command! You owe it to them to remember, Chris. If you walk away now, then this was all for nothing!"
Chris,Male,Enough!
Piers,Male,"Damn it! Six months of searching for you, and this is what I find!"
Chris,Male,BSAA…
Piers,Male,Yeah. It’s where you belong. Everyone’s waiting.
Chris,Male,Everyone?
Piers,Male,"We’re taking you back, Captain. One way or another."
Radio,,HQ to Alpha Team. No change to your mission. Suppress the bioterror outbreak while proceeding to point Ace of Spades.
Chris,Male,Roger that. Preparing to drop on the Eight of Clubs. We’ll make our way to the Ace of Spades and find those U.N. workers.
Radio,,Echo to HQ! We’ve encountered hostiles at Diamond Three. Moving in to engage!
Radio,,"HQ, copy."
Reporter,,"The BSAA has arrived on the scene, Excuse me, can I get a comment please? Excuse me! Is this outbreak related to the situation back in the States? Is the BSAA involved there as well?"
Chris,Male,(sighs) Look at this. All civilians! Clear out of the way!
Radio,,"Come in, HQ! Route 4 is a mix of civvies and hostiles! Got anything else?"
Chris,Male,Son of a-!
Radio,,"Alpha Team. Switch course from Route 4 to Route Niner. Head to the destination through the building in the Six of Clubs. HQ to all teams. Alpha is en route to Ace of Spades. After they rendezvous with Delta, we will proceed with the operation as planned."
Radio,,Bravo to HQ. We’re currently engaged with hostiles at the Four of Hearts. It’s not looking good! Requesting immediate back-up!
Radio,,Copy that. HQ to Charlie - assist Bravo at the Four of Hearts.
Chris,Male,"Not while I’m around, pal."
Chris,Male,It’s healing itself!
Piers,Male,Piers to HQ! We’ve made contact with J’avo! It’s the same kind we dealt with back in Edonia!
Radio,,Copy that. Proceed with extreme caution.
Piers,Male,"(to the squad) Move, move, move! Oh, shit!"
Chris,Male,We’ve got to put an and to this mess.
Radio,,Alpha Team. Proceed along Route Niner. Take a back alley to get to the Ace of Spades.
Piers,Male,"Captain, you remember anything yet?"
Chris,Male,I’m still trying to wrap my head around what I’m seeing here.
Piers,Male,"You know, I figured you’d be a little rusty, but it looks like all that training’s kicking right in."
Chris,Male,Can the chatter. You ready?
Chris,Male,All clear!
Radio,,Echo to HQ! We can’t hold them off. Retreating from Diamond Three.
Radio,,HQ to Echo! Requesting immediate status update! What’s going on?
Radio,,"We’re overwhelmed. There’s just too many of them! We’ve got no choice, we have to fall back!"
Piers,Male,Captain!
Piers,Male,Alpha to HQ. We just witnessed a J’avo mutation.
Chris,Male,Shoot it! Keep them back!
Piers,Male,All clear!
Chris,Male,You two. Stay here and tend to the wounded.
Piers,Male,(radio) HQ. Alpha Team reporting. I got four of us heading along Route Niner.
Piers,Male,Enemy sighted! Find cover!
Chris,Male,I don’t want anyone charging in! Just hunker down and pick a target!
Radio,,HQ to all teams. We’ve just received reports that hostiles are gathering around Bosawan. Proceed with caution. HQ to Alpha. We’ve lost contact with the recon unit. Proceed with extreme caution.
Piers,Male,"(radio) Roger, HQ."
Piers,Male,Shit! Man down!
Radio,,Bravo to HQ. Still neutralizing hostiles at Four of Hearts with Charlie team. They’ve taken heavy casualties!
Radio,,"HQ, copy. Sending medics your way."
Radio,,HQ to Alpha Team. That tenement building up ahead is the Ace of Spades. The U.N. staff that have been taken ’hostage are inside. Proceed with extraction.
Piers,Male,"HQ, we’ve encountered a Type 5 mutation."
Chris,Male,Wings. Great.
Radio,,Charlie to HQ! We’ve regrouped and are awaiting new orders! Things aren’t going too well over at the Three of Diamonds... They need you down there!
Radio,,Roger that.
Piers,Male,Captain!
Chris,Male,"I guess the muscle memory saved me there. Hey Piers, I’m taking a little fire here! I saved your ass - you wanna return the favor? I’m gonna need a hand here. Make your way back to me A.S.A.P."
Radio,,We’ll radio HQ for backup. You two proceed to the Ace of Spades.
Radio,,Roger.
Chris,Male,"Where the hell do they keep coming from? Piers, can I get some cover?"
Piers,Male,"No problem, Captain."
Radio,,HQ to Bravo! Alpha needs to move out to Ace of Spades. Can you relieve them?
Radio,,Roger. Coming in from the Four of Hearts. En route to assist.
Radio,,HQ to Alpha Team. You’re almost at the Ace of Spades.
Piers,Male,"Goddammit, an RPG!"
Radio,,Bravo to HQ! We’re taking some major heat over here! I don’t think we’ll make it in time to relieve Alpha!
Radio,,HQ here. Copy that.
Piers,Male,Huh. Guess it’s just the two of us then.
Chris,Male,Chris to HQ. We’re at the Ace of Spades.
Radio,,Copy that. Bravo Team has been dispatched to assist with search and rescue. Standby for instructions.
Piers,Male,"Good, I needed a break."
Chris,Male,Dammit!
Piers,Male,We’ve been spotted. They’re right on top of us!
Radio,,"HQ to Bravo Team. Alpha Team’s surrounded by hostiles, Get to the Ace of Spades on the double."
Radio,,"Alpha Team, this is Bravo! We’re moving as fast as we can. Keep your panties on everyone!"
Piers,Male,Alpha Team here. Roger that. We’ll do what we can until you get here.
Piers,Male,How many of these assholes do we have to kill!?
Chris,Male,Where the hell’s that backup!?
Bravo,,"Hey, guys! Happy to see us? Bravo Team, weapons hot! Don’t leave any J’avo standing!"
Chris,Male,Finally!
Piers,Male,Choose your targets and let’s finish this!
Radio,,"All B.O.W.s have been eliminated. Alpha Team, help Bravo Team get the civvies out of there."
Radio,,"HQ to Alpha. We have your mission brief. Rescue the hostages on the first and seventh floors, then get out of the building. As soon as all teams are clear, we will commence bombing."
Piers,Male,Clear!
Radio,,HQ to Alpha. The hostages are just up ahead of you. Eliminate the hostiles in there and get those people out of there.
Piers,Male,Alpha here. Roger that. We’re going in.
Piers,Male,Alpha to HQ! Seventh floor hostage rescued! Where is the other hostage?
Radio,,The floor above you. You need to move quickly.
Radio,,Delta Two to HQ! All hostages on the top floor are secured! I’m leaving the building now!
Piers,Male,Alpha to HQ! Eighth floor hostage secured!
Radio,,Copy that.
Chris,Male,There’s one more on the first floor.
Radio,,Delta One to HQ! All hostages on the fifteenth floor are secured! Leaving the building now!
Piers,Male,"OK, that just leaves us."
Chris,Male,It stopped. Now what?
Piers,Male,I can get through the ceiling if you give me a hand.
Piers,Male,Captain! You OK?
Chris,Male,"Yeah, I’m fine. Kinda getting the feeling we’re not welcome here."
Piers,Male,Come on. We can take them.
Chris,Male,I’m going in!
Piers,Male,Clear!
Radio,,This is Delta One! I’m clear of the building!
Radio,,HQ here. Copy that.
Radio,,This is Delta Two! I’m clear of the building!
Radio,,HQ here. Copy that. Alpha is still on premises. Bombing will start once they’re clear.
Chris,Male,I’m going in. Ready?
Piers,Male,First floor hostage secured.
Radio,,"Copy that, Alpha. Now clear out of there."
Piers,Male,Come in HQ! All hostages are OK! Alpha Team is clear!
Piers,Male,Copy that. Commencing with bombing.
Chris,Male,"Shit, we’re trapped. What the hell do we do now?"
Piers,Male,I don’t know.
Radio,,"HQ to Alpha. You can get out on the third floor. There’s a balcony on the west side of the building. Get moving! Alpha Team, get out of there now. Preparations to bomb the building are complete. Planes have been scrambled."
Piers,Male,We don’t want to be here when those birds show up.
Chris,Male,They’ve started bombing. Guess they don’t care that we’re still in here.
Piers,Male,It’s not personal. You know the mission takes priority.
Chris,Male,This building isn’t gonna last long! Hurry! Piers! Go around it!
Piers,Male,Roger!
Piers,Male,Captain?
Chris,Male,Finn...
Piers,Male,He was running recon. Alone.
Chris,Male,"Listen up! In the BSAA, our job is to rid the world of bioterrorism, and the only way we’re gonna do that is by-sticking together."
Piers,Male,Nobody’s expendable.
Chris,Male,"Exactly. Now each and every one of you may be ready to die for our cause, but it’s my job to make sure we all get through this alive."
Piers,Male,"Suck it up, Finn!"
Finn,Male,"Sorry, sir."
Chris,Male,"No one gets left behind, not on my watch. Understood?"
Squad,,"Yes, sir!"
Piers,Male,"Finn, give us the update."
Finn,Male,"Yes, sir! The guerrillas are using a new species of B.O.W. Command is calling them “J’avo.” They are extremely intelligent, incredibly strong, and have the ability to mutate in response to physical trauma. All right, you know the drill. We split into three teams. Move out!"
Squad,,"You got it! Yes, sir!"
Chris,Male,"(to Finn) You’re the rookie, huh?"
Finn,Male,"Yes, sir. Finn Macauley, sir."
Chris,Male,"I know you’re nervous, Finn, but the team’s got your back. OK?"
Finn,Male,"Yes, sir! I’ll give this everything I’ve got!"
Finn,Male,(to Piers) Is he always this awesome?
Piers,Male,"Enemy fire! Enemy fire! Alpha Team, engage!"
Chris,Male,All troops spread out! Return fire! Come in HQ! We’re taking fire at the Two of Hearts! Engaging the enemy!
Radio,,Copy that. Keep an eye out for of those powered up soldiers.
Radio,,"Alpha Team, come in. Our units are spread too thin right now. I’m afraid we can’t offer you any assistance."
Chris,Male,Copy that. We’ll go it alone then.
Radio,,"You’re sitting ducks out here, Alpha. Get inside that building."
Chris,Male,Are these the new species HQ was warning us about?!
Piers,Male,Bullets don’t even phase ’em... This ain’t our normal class of enemy!
Piers,Male,I didn’t know they came in extra large! How many new species are there!?
Chris,Male,"Finn! We’ve got a huge B.O.W. on our tails! I need the A.P.C.’s firepower, now!"
Finn,Male,"Removing the barricade now, sir! I’ll be there as soon as I can!"
Chris,Male,Alpha to HQ. Our route’s blocked by a B.O.W.
Radio,,Change course from Route One to Route Four.
Finn,Male,(via radio) Those things were enormous! I didn’t know B.O.W. could get that big!
Radio,,They’re giving ’em new stuff. They can make any kind of freak show they want.
Finn,Male,Dammit! There all over us!
Piers,Male,Use the A.P.C. for cover! Hurry! Get behind it! Find cover! We’ll be torn apart in the open!
Finn,Male,I’ll use the A.P.C. to get through that fence! I think I hit an anti-tank mine! The A.P.C.’s busted!
Piers,Male,Finn! Get over here! I need you to blow this fence!
Finn,Male,I’m on it sir! Setting charges now!
Piers,Male,There’s a train car blocking the way! This route’s a no-go!
Finn,Male,I’ll blow the car and clear a path! I need you to cover me till I get it set! Working as fast as I can here... Hang in there!
Piers,Male,"How much longer, Finn?"
Finn,Male,Almost done! It’s ready to blow! Grab some cover!
Radio,,HQ to Alpha Team. City Halls on the other side of the bridges Pick up Bravo and move in.
Chris,Male,What’s the status? Any casualties?
Radio,,They’ve got a man down on the bridge.
Piers,Male,Tank on the bridge! The whole thing is blocked.
Chris,Male,"OK, people! Getting to the wounded is priority one!"
Radio,,"Alpha Team! Lay down suppressing fire from the flank! All snipers, form on my mark! He’s just up ahead, but he’s hurt bad! You gotta get him out!"
Finn,Male,Copy that! I’ll take point!
Finn,Male,Captain! Over here!
Chris,Male,"I owe you one, Finn. How’s our injured friend?"
Finn,Male,Still with us! I’m going to administer first aid!
Radio,,"Alpha Team, come in! There’s an old T-42 tank moving on your position. Looks like it’s had some modifications."
Finn,Male,"They’re bringing out the big guns for us. Be careful, Captain!"
Chris,Male,I’m gonna need a bigger gun.
Piers,Male,"Captain! If you draw the tank out of position, I can take care of that truck!"
Chris,Male,"Nice shooting, Piers!"
Piers,Male,(to his squad) The way is clear. We better catch up with Captain Redfield. Let’s go.
Chris,Male,I’m heading for the upper level of the bridge. Meet me up on top. Piers! I’m gonna lower the ladder. Come on up!
Chris,Male,"Enemy reinforcements are moving Finn, I need you here!"
Finn,Male,(via radio) I got a Bravo here that can’t walk! Go on without me for now!
Chris,Male,No one on this team gets left behind.
Piers,Male,"We’ll hold our positions for now! I don’t care if you have to drag him, just get your butts up here!"
Finn,Male,"Yes, sir! On my way!"
Piers,Male,We’ve gotta keep this bridge secure until Finn gets back.
Squad,,Roger!
Piers,Male,Finn! Report your current location!
Finn,Male,"I’m at the bottom of the ladder, sir! Almost there!"
Finn,Male,"Here, sir!"
Piers,Male,"OK, time to get to work!"
Chris,Male,We need to cut off their reinforcements. I want you to blow the bridge.
Finn,Male,"Yes, sir! I’ll get started planting the explosives!"
Piers,Male,"All right, make it quick!"
Finn,Male,It’s all set to blow!
Chris,Male,"Everyone, fall back and find cover!"
Piers,Male,Captain! We’ve got a railway gun in play!
Sherry,Female,Sherry Birkin – National Security!
Chris,Male,Sherry Birkin? You were in Raccoon City.
Sherry,Female,How do you know that?
Chris,Male,Claire.
Sherry,Female,Wait... Are you Chris?
Chris,Male,My sister’s told me all about you.
Piers,Male,"Chris, that man is a wanted insurgent."
Sherry,Female,"Yes, he’s a mercenary. But right now he’s under the protection of the U.S. government. He’s no threat to the BSAA."
Jake,Male,Unless someone pays me to be.
Piers,Male,What did you just say?
Jake,Male,What?
Chris,Male,Nothing.
Radio,,HQ to Alpha Team. Reinforcements are unable to land due to anti-aircraft artillery. Take ’em out!
Chris,Male,"Alpha Team, copy."
Radio,,What the—!? We’re picking up a large bogey on radar. It’s heading right for you!
Chris,Male,"We’ll talk later. Right now, you need to find cover."
Radio,,"Alpha Team, come in. This is Echo. Those three anti-aircraft turrets are holding us at bay."
Chris,Male,"Roger that, Echo. We’ll take care of them for you."
Finn,Male,Our first target’s over here!
Sherry,Female,Chris! We’ll give you a hand!
Chris,Male,Out of the question! You need to get to safety!
Sherry,Female,"Don’t worry about me. I can handle myself, and you need the help!"
Jake,Male,Christ... My chances of survival were higher when I was a soldier of fortune.
Finn,Male,"I’m setting charges on-the anti-aircraft guns now, but it’s gonna take a while. See if you can buy me some time! Just need a little more time! The charges are set! Everyone get back!"
Radio,,Only two guns left!
Finn,Male,"OK, head to the next target! I’m setting charges on the anti-aircraft guns now, but it’s gonna take a while. See if you can buy me some time! Just need a little more time! The charges are set! Everyone get back!"
Radio,,"Good job, Alpha! One gun left! There’s another giant B.O.W. closing in on your location!"
Piers,Male,It’s the one we lost at the Two of Hearts!
Chris,Male,Alpha! Prepare to engage!
Piers,Male,Only one to go! Everyone into that underground passage!
Finn,Male,"I’m setting charges on the anti-aircraft guns now, but it’s gonna take a while. See if you can buy me some time! I need you to distract that giant B.O.W.! I can’t work with that B.O.W. around! Just need a little more time! I’m setting the charges now! The charges are set! Everyone get back!"
Radio,,"Good work out there, Alpha! Echo Team will be landing shortly."
Chris,Male,I already gave the pilot the coordinates.
Sherry,Female,Thank you so much for your help.
Chris,Male,(to Jake) Hey... Hey! Have we met?
Jake,Male,"You jarheads all look the same to me pal, sorry."
Piers,Male,You’ve gotta be kidding me!
Chris,Male,My mistake. Have a safe flight.
Piers,Male,"Captain, we’re crazy for letting him walk away! How many men have we lost to mercenaries like him!"
Chris,Male,He’s not our problem. We can’t lose sight of the BSAA’s mission.
Finn,Male,"To fight bioterrorism, sir."
Piers,Male,"I know what we’re here for, rookie."
Chris,Male,"OK, spread out. Search this place top to bottom."
Finn,Male,Are these… people?
Piers,Male,I’m picking up life-form readings. It’s like they’re in cocoons.
Finn,Male,Who’s there!? Over here! I’m getting a reading on the other side of this door!
Chris,Male,"Piers, Finn - you’re with me. Everyone else, keep searching out here."
Piers,Male,"(radio) HQ, three of us are splitting off from the group. Heading further into the building."
Piers,Male,"One of them’s hatching, sir!"
Chris,Male,Call it in to HQ!
Piers,Male,Roger!
Piers,Male,B.O.W.s neutralized.
Chris,Male,"Search the rest of the place, but stay on your guard."
Piers,Male,Captain.
Voice,,“C-Virus.” That’s what the guerrillas were calling it.
Ada,Female,Nice to see the cavalry’s here.
Piers,Male,Who are you?
Ada,Female,I work here. My name’s Ada Wong. They held me hostage.
Chris,Male,C-Virus. That must be what’s creating those J’avo.
Ada,Female,"Yeah, I heard them saying something about that."
Piers,Male,What else did you hear?
Ada,Female,Maybe you could put your guns down first?
Chris,Male,Not until you give us a reason to.
Ada,Female,Neo-Umbrella.
Chris,Male,Neo-Umbrella?
Ada,Female,The organization supporting the guerrillas. Or at least I think that’s what they were calling themselves.
Piers,Male,So the C-Virus came from them.
Ada,Female,That’s all I know.
Chris,Male,Thank you. We appreciate your cooperation. Finn. You’re in charge of keeping her safe.
Finn,Male,"Yes, sir!"
Chris,Male,(whispers to Piers) Keep an eye on her.
Piers,Male,Will do.
Chris,Male,We’ve found one of the staff. Returning to the foyer now.
Ada,Female,Come on. I’ll show you a quick way back to the entrance.
Ada,Female,There’s a way out on the second floor. I suggest we take it. Your friends are having a hard time.
Finn,Male,"Ma’am, please, just try to stay out of the way. We can’t advance unless we eliminate these hostiles! It’s too dangerous to advance with these hostiles around! All hostiles eliminated! Let’s move!"
Ada,Female,This door leads to the warehouse next door. We can get outside through there.
Chris,Male,"We’re almost out. Just hold it together, people."
Finn,Male,"Yes, sir."
Piers,Male,The woman - she’s gone. Finn!
Finn,Male,(confused) I don’t know what happened. She was here a second ago!
Chris,Male,Ada!
Ada,Female,Thanks for the escort. Here’s something to remember me by.
Chris,Male,"No… No, goddamn it! No! Finn, hang in there! Not like this!"
Finn,Male,(mouthful) Captain!
Chris,Male,"Finn! No, goddamn it!"
Piers,Male,"Captain, we gotta move!"
Piers,Male,Now! We gotta go!
Piers,Male,Chris!
Chris,Male,Piers...
Piers,Male,Sir?
Chris,Male,What happened to Ada Wong?
Piers,Male,You remember! Captain?
Chris,Male,Where is she?
Piers,Male,She’s leading Neo-Umbrella. All these terrorists are-
Chris,Male,Is she in this city or not!
Piers,Male,"She’s been sighted several times since the attacks began. Yeah, she’s here."
Chris,Male,Tell the men we’re moving out.
Piers,Male,"Yes, sir."
Chris,Male,"(thinking) Damn you to hell, Wong."
Chris,Male,Shit!
Chris,Male,(radio) Alpha to HQ! We re engaging a hostile!
Chris,Male,Piers! Marco! Everyone on me! We’re going after that thing!
Piers,Male,"You heard the man, people. Let’s move! Go!"
Piers,Male,"OK, let’s move in, but be careful."
Chris,Male,Assume battle positions!
Piers,Male,They’re alive! They went missing six months ago in Edonia.
Piers,Male,Neo-Umbrella’s after them! Captain!
Chris,Male,Spread out! (quietly and as if to himself) Take every one of those damned things down.
Radio,,"Captain, it’s Marco. That’s an armored chopper they’ve brought in."
Radio,,That rules out conventional arms.
Radio,,We need to protect those two down there.
Chris,Male,Forget the chopper for now. Engage the J’avo.
Radio,,"Captain, Keaton here. I can’t reach those two on the radio. They’re not responding. What should we do?"
Chris,Male,"We wipe out the hostiles. After that they’re on their own. I’ve never seen a mutation like that before. Reid, uplink a reading to HQ."
Radio,,"Already on it, sir. Careful! These suckers can really jump!"
Radio,,Don’t let up! These assholes have killed enough for one day!
Chris,Male,Cover them! Drop all of those J’avo!
Piers,Male,(radio) We still got a few left! That’s the last one! The chopper’s pulling back!
Chris,Male,"That’d be too easy. C’mon, keep moving."
Piers,Male,"(radio) Captain, we should escort those two outta here. They’ll never survive on their own."
Chris,Male,We’re moving out. Let’s go!
Radio,,We’re gonna blow the door. Get ready!
Piers,Male,The chopper’s back to finish the job!
Piers,Male,"(radio) HQ, come in! This is Alpha! The chopper is targeting us now!"
Chris,Male,Everyone! Bring that chopper down and bring it down hard!
Piers,Male,"Captain, we can’t let them go!"
Chris,Male,Our mission is to terminate the B.O.W.s.
Piers,Male,But Neo-Umbrella is after them. Shouldn’t we--
Chris,Male,"I said, our mission is to terminate the B.O.W.s. I’m going after that B.O.W. Ada’s not getting away with this."
Piers,Male,"Captain, please, you need to think things through."
Piers,Male,(radio) Alpha Team to HQ. We’re in pursuit of the target.
Chris,Male,That’s the target!
Piers,Male,"Captain, wait! What the hell were you thinking, pulling a kamikaze stunt like that!?"
Chris,Male,(keen) These are my men. You follow my lead or I’ll find someone who will.
Piers,Male,Do you even hear yourself?
Chris,Male,"Fall in line, soldier."
Piers,Male,You heard the man. Let’s move.
Chris,Male,Shut up and keep moving!
Chris,Male,This shit’s in the way! Give me a hand!
Chris,Male,"Everyone, report in!"
Piers,Male,(radio) Piers here. I’m on the third floor.
Chris,Male,"Get a hold of yourself, Marco! Where are you?"
Chris,Male,Target is on the second floor! You all need to come here - now!
Chris,Male,Reid! Goddamn it.
Chris,Male,"Marco, don’t move. Hold your position! Do you hear me? That’s an order!"
Chris,Male,"OK, we find that piece of shit and we put it down - fast and hard!"
Chris,Male,Jeff! Poor bastard.
Piers,Male,Ceiling!
Chris,Male,About time you showed your ugly face.
Chris,Male,You killed my men!
Piers,Male,"I think it went through there, Captain."
Chris,Male,I’m taking you down! It’s gone. After it!
Piers,Male,I know that thing is in here. Time to put an end to this.
Chris,Male,"Die, you sack of shit!"
Chris,Male,After it!
Piers,Male,Its hide has toughened up or something! Our weapons aren’t doing anything!
Chris,Male,Then we have to find something that will!
Piers,Male,Marco! I need power for this thing!
Marco,Male,I’m on it!
Piers,Male,Marco! Are you OK? Marco!
Piers,Male,Well… at least we got it.
Chris,Male,But no Ada yet. I’m not gonna rest until we have her head on a stick.
Piers,Male,This is crazy! It’s not safe in here. We need to pull out! Captain!
Ada,Female,"Looking for me, boys? Welcome to China."
Chris,Male,Ada!
Piers,Male,Wait! We’ve got no choice — we have to kill him! He’d do the same for us.
Piers,Male,Marco!
Piers,Male,"Chris, we need to stay calm."
Chris,Male,After what she’s done to us? How many of our men are dead because of that bitch!
Piers,Male,"I’m right there with you, Captain, but you’re personal vendetta isn’t gonna get us anywhere. If you hadn’t been blinded by vengeance, we could have prevented some of those deaths."
Chris,Male,Shut up.
Piers,Male,Do you even care about our mission anymore?
Chris,Male,SHUT UP!
Piers,Male,I feel sorry for all the men that died believing in you.
Piers,Male,"What happened to the legendary Chris Redfield, huh? What happened to you! It’s a good thing Finn’s not around to see you this way."
Chris,Male,"I’m going after Ada. (radio) HQ, this is Alpha Leader. I need a location on Ada Wong..."
Piers,Male,I’m going with you. Someone’s gotta keep an eye on you... whether you want them to or not.
Radio,,"This is HQ! We’ve got the location for you. Ada Wong has left the city and is heading south for the harbor. HQ to all teams, target Ada Wong has been spotted, heading south for the harbor. We want her alive."
Chris,Male,"You wanna follow me around, fine. Just make sure you stay out of my way."
Piers,Male,"As long as you don’t cross the line again, that won’t be a problem. Ada’s just playing with you. When are you gonna realize that?"
Chris,Male,I’m not stupid enough to fall for her bullshit. You should have a little more faith in your captain.
Chris,Male,Ada!
Piers,Male,"Captain, get a hold of yourself! That helo's about to open up on us! We're sitting ducks out here! We need to find cover!"
Chris,Male,Dammit!
Piers,Male,You gotta be kidding me!
Chris,Male,Don’t talk! Just run! Keep moving!
Piers,Male,If we can just get to that building!
Chris,Male,(radio) Alpha to HQ! We got a visual on Ada Wong. We're in pursuit!
Radio,,"This is HQ. Ada Wong has been spotted moving down the canal. Charlie and Delta Teams, form a perimeter around Koocheng."
Chris,Male,"(to Piers) All right, we can drop that chopper from here."
Chris,Male,Let's go!
Chris,Male,That's that. Now we get Ada.
Piers,Male,Copy that.
Chris,Male,She's here!
Piers,Male,Think this is where they've been developing the C-Virus?
Chris,Male,Ada!
Chris,Male,You can't run forever!
Piers,Male,Alpha Team to HQ! Come in! We are in pursuit of Ada Wong!
Chris,Male,"No use hiding, Ada."
Chris,Male,Make a run for the elevator! Go!
Leon,Male,(from another room) We're not alone in here.
Helena,Female,(from another room) Probably whoever was shooting at Ada. One more thing to worry about.
Ada,Female,Glad you could stop in. Like what I've done with the place? Hope you enjoy your stay. (evil laugh)
Chris,Male,"Laugh while you can, Ada... Cause you're going down."
Piers,Male,What the hell is all this...?
Chris,Male,Keep your eyes peeled. Who knows what this bitch has in store...
Chris,Male,We're locked in.
Computer,,Engaging locks. Testing for prototypes.
Chris,Male,Ada!
Ada,Female,We've been conducting such fascinating work here. Why don't you have some fun with one of the new prototypes?
Piers,Male,Her little bag of tricks isn't going to stop us!
Chris,Male,Keep those damn things back! I'll get the lock.
Computer,,Security breach detected in Room One. Disengaging locks in Room One.
Chris,Male,Let's move! There's no time to waste!
Piers,Male,Someone doesn't want us to catch Ada. She might not be working alone.
Chris,Male,"Give it up, Ada. It's over!"
Ada,Female,"Oh, is the big, bad soldier going to shoot me?"
Chris,Male,"Stand down, Piers!"
Piers,Male,Captain! Get a hold of yourself!
Ada,Female,It's been fun. Ciao.
Chris,Male,Ada! Don't lose her!
Piers,Male,I won't!
Chris,Male,Ada!
